episode,moe_totalWaitingTime,moe_queueLength,moe_avgSpeed,simulation_step,cum_reward
1,85698.0,66.6594429365401,2.390186282461569,4278.0,-12331.99694325992
2,68677.0,54.90042774372232,2.2066315619625203,4278.0,-10321.280415819796
3,78008.0,60.23171912946432,2.3645006760115557,4278.0,-11444.02663459822
4,83180.0,60.0776841887718,2.3496261492083077,4278.0,-12255.847574509447
5,76778.0,56.57554770623201,2.3276437622460207,4278.0,-11824.289470602489
6,76328.0,60.42102441454475,2.2803112476697978,4278.0,-11359.152589934414
7,64773.0,53.46986256978859,2.2857760713588875,4278.0,-9624.575262561946
8,65022.0,56.930024907571394,2.2992162107961973,4278.0,-9791.96428410228
9,62090.0,54.299875141232185,2.323679611981271,4278.0,-9393.878399433168
10,63726.0,54.55394841033108,2.3581059394328685,4278.0,-9819.710713859595
11,64489.0,53.21018893080075,2.3850365446181603,4278.0,-10003.51551899054
12,61970.0,52.553603396044934,2.184725184179372,4278.0,-9301.987801099953
13,59158.0,52.63179428605259,2.1479482020734095,4278.0,-9052.668617201045
14,59492.0,51.20253947541982,2.2303645671070744,4278.0,-9165.254566100148
15,48929.0,50.47520943053244,2.3070384632298984,4278.0,-7924.607880593592
16,64864.0,53.725628004082566,2.212775218321076,4278.0,-9939.241180755274
17,63909.0,58.76149364320093,2.3632580348519423,4278.0,-9871.930932057756
18,51158.0,48.67022239284874,2.12875931679739,4278.0,-8273.937806784286
19,59803.0,50.41741650474455,2.134264989287237,4278.0,-9377.639469882486
20,59824.0,51.021386410250166,2.2954231681632256,4278.0,-9132.82816743478
21,54177.0,49.119744037687454,2.156509515212009,4278.0,-8645.074950632992
22,52829.0,46.58800806976174,2.2122404453023803,4278.0,-8385.841452557113
23,54863.0,49.76108241791817,2.3633863595231763,4278.0,-8509.145093464007
24,53653.0,46.41008846430081,2.2794629353748754,4278.0,-8632.276454359951
25,55124.0,48.680339958613665,2.5037866884095843,4278.0,-8811.141532509073
26,58142.0,50.60969495133834,2.231374017466539,4278.0,-8806.086921532871
27,47825.0,43.97824808837781,2.3190302283259867,4278.0,-7300.389182670717
28,44929.0,48.0953775182473,2.4025649625279226,4278.0,-7214.3066277370945
29,59049.0,52.477377495963154,2.290397094938147,4278.0,-9236.018439289515
30,50249.0,46.767984653674056,2.2385452386033546,4278.0,-8044.093360431938
31,53465.0,47.059293187617634,2.418487455253113,4278.0,-8941.26570564735
32,49647.0,45.07259421130955,2.3886525462907238,4278.0,-8113.066958035719
33,48615.0,47.27208630621458,2.4690042353229704,4278.0,-8130.798844668908
34,56572.0,48.48386000495302,2.3063739131634127,4278.0,-9211.933400941074
35,59226.0,46.927790951835725,2.4196776999069423,4278.0,-10136.402845596516
36,55277.0,44.38076144264293,2.2835624353495243,4278.0,-9719.386755938802
37,56687.0,45.37913077007579,2.2083493743827023,4278.0,-8712.793107854552
38,43024.0,44.07348466074773,2.386326180313692,4278.0,-7228.051484362628
39,54672.0,43.7641130278862,2.2911013797869955,4278.0,-8665.294379521467
40,50187.0,44.090005213239664,2.2386365742749113,4278.0,-7848.020927956661
41,62516.0,44.114034207293294,2.5841224011709025,4278.0,-8955.148944080538
42,53439.0,43.428621807150684,2.156792612794773,4278.0,-8208.00952155148
43,45886.0,45.960452859478465,2.349019805523262,4278.0,-7445.593363235511
44,52173.0,40.811926691503004,2.2844770324511785,4278.0,-8121.573411609097
45,36448.0,39.28639169079038,2.266994339920545,4278.0,-6089.390712072509
46,63961.0,45.638642024582744,2.1479247850997125,4278.0,-9082.089762891967
47,44087.0,43.87814570327544,2.419253177524528,4278.0,-6888.868875414245
48,58271.0,45.64726631546933,2.4074366429172365,4278.0,-9083.805996778397
49,69697.0,44.379467917922746,2.291683954900191,4278.0,-11006.108043644841
50,77622.0,42.579816934899405,2.2708783793249214,4195.0,-11879.768924836933
51,96487.0,47.48833491226749,2.3402419386284983,4278.0,-13676.640454733037
52,79882.0,49.45470738875307,2.4513836461450857,4278.0,-11473.492114190713
53,97645.0,49.65783143690141,2.6059967195131217,4278.0,-14301.455453827606
54,82125.0,44.944327414688836,2.4995132676250744,4278.0,-11505.747818160342
55,73830.0,44.661075862685635,2.6082631309784894,4278.0,-10629.336055319181
56,106073.0,49.58933979237924,2.7829675032145644,4278.0,-15174.337976468049
57,104949.0,51.4456756323417,2.595788518324447,4278.0,-15382.257014070166
58,72289.0,41.43832122194726,2.1651560503044043,4197.0,-10773.963517706288
59,60752.0,48.04639523735208,2.2369954752332757,4278.0,-9705.37183794512
60,67324.0,45.95069076428275,2.3970104695516543,4278.0,-11579.574072599253
61,86288.0,51.3035440950921,2.5943151091045236,4278.0,-14980.634875766893
62,79740.0,45.660500542713535,2.6972180662274554,4278.0,-11643.427638391951
63,99010.0,48.91473583736407,2.537448643601888,4278.0,-13745.040770299303
64,60941.0,46.81294251454568,2.2140236302610052,4278.0,-9128.523790336409
65,58586.0,43.29694935639842,2.3264256038402413,4278.0,-8875.874618061676
66,45426.0,41.159506759653986,2.3258699376407685,4278.0,-7449.870723497372
67,99315.0,49.85930544076209,2.4206877353750853,4278.0,-16254.133573688443
68,53620.0,39.37330511687391,2.3972568516351123,4278.0,-7874.6610233747815
69,95181.0,49.368555991515045,2.4020465610251898,4278.0,-13329.510117709062
70,53063.0,40.68938832129177,2.6005042340900455,4278.0,-7446.158062796394
71,59041.0,43.569781557194226,2.4987660339522897,4278.0,-8975.37500078201
72,51544.0,42.037659419340606,2.6269571715794013,4278.0,-8155.305927352078
73,55470.0,42.48415664941916,2.5636360803468867,4278.0,-8411.863016584994
74,64369.0,43.09253398088425,2.678117677652498,4278.0,-9566.542543756303
75,41958.0,42.4153656790779,2.4349233872138885,4278.0,-7040.950702726932
76,48279.0,37.899171191464916,2.6500775816850024,4278.0,-7655.632580675913
77,52796.0,40.4610806793907,2.4628642452448557,4278.0,-8051.755055198749
78,53420.0,40.64591325580429,2.5510824706408846,4278.0,-7844.661258370227
79,59904.0,41.52164905974515,2.5306872727443808,4278.0,-8636.503004426992
80,66255.0,44.018024863853285,2.734506266940061,4278.0,-9243.785221409189
81,69794.0,41.97604000477766,2.6297315997061728,4278.0,-10284.129801170526
82,65680.0,45.63600012291087,2.2634180891758597,4278.0,-9766.104026302926
83,90857.0,46.50032399487033,2.4978417043408525,4278.0,-11253.07840675862
84,108743.0,47.242796278620204,2.4298606833980774,4278.0,-13180.740161735037
85,57734.0,39.68652001085037,2.5907558549092364,4278.0,-7857.9309621483735
86,63220.0,41.094493725267014,2.4212448353473173,4278.0,-8342.182226229204
87,55718.0,40.78890021558765,2.6444673927006725,4278.0,-7586.735440099304
88,65287.0,40.94852829140711,2.569520595958307,4278.0,-9295.315922149413
89,75289.0,43.264509176995745,2.4228503720904575,4278.0,-10816.127294248936
90,143462.0,55.49469963894403,2.4778700191382286,4278.0,-17536.325085906312
91,100692.0,49.22870285507802,2.4835412186384307,4278.0,-12257.947010914428
92,65646.0,40.90181553241255,2.4917879242072867,4278.0,-8303.068553079747
93,57004.0,40.29583562088167,2.5460167339540014,4278.0,-7454.729589863108
94,38889.0,39.7823941712394,2.1528004911186356,4278.0,-6046.923914028389
95,39912.0,40.67354979744958,2.191773369122724,4278.0,-6467.094417794483
96,59219.0,42.96134641716908,2.4210913259402997,4278.0,-8850.037361936831
97,64433.0,40.60527061364242,2.3801399692413745,4278.0,-9461.028052978683
98,53724.0,38.82991901373014,2.4064197394725784,4278.0,-7960.133397814679
99,86550.0,44.719218660059475,2.4031019939559775,4278.0,-12610.819662136772
100,45495.0,39.70181041176533,2.286899131566697,4278.0,-7186.027684529525
101,45432.0,37.25840083238403,2.426629357106542,4278.0,-6445.703344002437
102,52834.0,38.886852170329085,2.572788002163212,4278.0,-7660.709877554829
103,52280.0,41.52933469687868,2.3386144540413323,4278.0,-7309.1629066506475
104,45141.0,39.566382477749194,2.2329994374733295,4278.0,-7003.249698561607
105,40477.0,37.991014055399674,2.250805327339498,4278.0,-6002.580220753149
106,39808.0,39.84045032498007,2.18105165877489,4278.0,-6613.514753946692
107,59545.0,42.65715558988602,2.2768271776729936,4278.0,-9384.574229774924
108,54585.0,41.489720357576964,2.2998990675771576,4278.0,-8629.861834376008
109,54409.0,40.33122671042426,2.2372585314725058,4278.0,-8308.232702347397
110,58878.0,38.74481166796919,2.115904419572355,4278.0,-8911.306683632913
111,48862.0,39.31489895428668,2.2281884800797136,4278.0,-7548.460599223044
112,49239.0,38.77900067080072,2.310110119597605,4278.0,-7484.347129464539
113,45996.0,39.456836806071244,2.1851818506231258,4278.0,-7141.687461898895
114,74325.0,44.09142330497212,2.2754084573450317,4278.0,-10405.575899973419
115,44869.0,35.49902864669114,2.3977958682887146,4278.0,-7454.796015805139
116,57766.0,38.760737116895584,2.361082928184594,4278.0,-9341.337645171836
117,51609.0,38.35220680566664,2.2929204103435885,4278.0,-8821.007565303327
118,57787.0,39.756455433166444,2.3028021410812514,4278.0,-9581.305759393113
119,55155.0,39.559674959811325,2.5515314742414685,4278.0,-9217.404265636038
120,60627.0,38.7400969358089,1.9080713316799847,4278.0,-9530.06384620899
121,52069.0,40.66450723123712,2.089115465369253,4278.0,-8051.572431784949
122,67729.0,42.54688068050411,2.344757062118302,4278.0,-9615.595033793928
123,79466.0,45.95706513190185,2.474030015933034,4278.0,-11305.438022447855
124,104795.0,47.81215644102002,2.032427571645312,4278.0,-13961.149680777846
125,85187.0,48.798004603387675,2.2527141952586116,4278.0,-12394.693169260468
126,90101.0,49.995044235142714,2.4223243215055783,4278.0,-12548.756103020822
127,82596.0,48.40809456633063,2.2938988430279212,4278.0,-10891.821277424393
128,41819.0,43.0459783587418,2.2613148659309186,4278.0,-6758.218602322462
129,62275.0,52.38890081218264,2.0763529287980216,4278.0,-9796.724451878154
130,43246.0,43.21848229532853,2.239227312406901,4278.0,-7001.394131843222
131,53293.0,44.78465446655908,2.167789036025221,4278.0,-8329.94573077999
132,44473.0,46.30392897910623,2.2861043887316277,4278.0,-7130.8050627823595
133,46859.0,42.77191933374818,2.14133172891526,4278.0,-7870.033157409665
134,48042.0,38.565053178926206,2.2546752209360768,4278.0,-8098.661167574503
135,44898.0,41.512465156572894,2.2116607882084027,4278.0,-7140.144006930537
136,54035.0,42.70733386844751,2.3014169274798966,4278.0,-8199.808102741923
137,42504.0,38.69320862373419,2.2107426297110333,4278.0,-6616.538674658547
138,47821.0,38.17083613719325,2.400239204462221,4278.0,-7863.19224426181
139,54480.0,39.47833264768596,2.4088950314477797,4278.0,-8803.66818043397
140,60014.0,42.62685610503862,2.4301298615831985,4278.0,-9932.057472473998
141,47942.0,38.69624579409356,2.378789735878651,4278.0,-8242.300354141928
142,71131.0,43.222106059999696,2.537714019182149,4278.0,-11021.637045299922
143,38747.0,41.85295463431743,2.1940195490085883,4278.0,-6361.6491044162485
144,65347.0,47.706804107657405,2.498554032665159,4278.0,-9493.654017423823
145,59944.0,47.250094154413766,2.322898747545567,4278.0,-8694.017324412132
146,32573.0,37.66322422595141,2.0561904233414485,4278.0,-5385.841064311052
147,47798.0,36.83937469033766,2.3268600805903907,4278.0,-7883.626183732258
148,46180.0,42.60513011257698,2.259903303234213,4278.0,-7583.713160038702
149,51655.0,45.80347267075568,2.285226710275984,4278.0,-8015.607717382244
150,58198.0,47.38453733871732,2.3772751389572138,4278.0,-9239.984781049878
151,54556.0,41.054789823847756,2.4119447771038898,4278.0,-9032.053761246507
152,57730.0,41.2936556154732,2.3343841013797655,4278.0,-9704.009069636202
153,48448.0,42.2286934126454,2.2249691938132306,4278.0,-7770.079587926753
154,96187.0,47.08952992991372,2.254038794926823,4278.0,-12619.994021216879
155,56824.0,43.52296499303839,2.2953321664038233,4278.0,-8051.748523712103
156,65065.0,43.943931897465546,2.0922222417171628,4278.0,-9272.16963036523
157,76657.0,43.586428105231676,2.4598875267233042,4278.0,-11288.884879255003
158,66216.0,43.117271226060375,2.2526994085674663,4278.0,-11253.607790001757
159,67290.0,41.17113378077984,2.338607128789249,4278.0,-11280.890655933676
160,64199.0,44.366622647443734,2.204751693660114,4278.0,-10825.455925976272
161,65863.0,34.226006069964654,1.8837950456147203,4278.0,-8693.405541771022
162,55349.0,44.7244870434969,2.371524368449449,4278.0,-7737.336258524964
163,62458.0,45.74387454203178,2.4395436384374474,4278.0,-8554.104539359943
164,43978.0,41.26104161813963,2.2285810488171998,4278.0,-6601.76665890234
165,35071.0,40.110502791081835,2.204269704919839,4278.0,-5856.133407497948
166,43338.0,42.69174891878709,2.2013155955909407,4278.0,-7300.289065112593
167,43313.0,43.83968807906835,2.303691903370149,4278.0,-7102.029468809073
168,40830.0,42.0038397746526,2.29677181604542,4278.0,-6636.60668439511
169,81717.0,48.14237774734749,2.325559057847193,4278.0,-10783.892615405837
170,94180.0,52.118338664325165,2.3499171157673326,4278.0,-12091.454570123438
171,78938.0,40.50104645235383,2.0497276925958947,4278.0,-10246.76475244552
172,40806.0,33.67261147252897,1.7721987179065037,4278.0,-5825.3617847475125
173,45985.0,32.90415404870527,1.8346880656514961,4278.0,-6284.693423302708
174,57417.0,41.45822705846383,2.2510355406380067,4278.0,-9162.268179920506
175,47110.0,41.06466878087462,2.4097049490395266,4278.0,-7227.381705433932
176,70061.0,42.486148124698595,2.3440308456006225,4278.0,-9219.494143059595
177,69790.0,44.134474733393866,2.39125767457432,4278.0,-9444.777592946288
178,47579.0,31.489646037243983,1.819594101945702,4278.0,-6770.273898007456
179,37049.0,30.821757239685123,1.7529591874281838,4278.0,-5301.342245225841
180,83121.0,41.89952427926953,2.2807769570968865,4197.0,-11689.967273916198
