episode,moe_totalWaitingTime,moe_queueLength,moe_avgSpeed,cum_reward
1,795872.0,80.97508068716776,2.1323426846352174,-114705.39335702945
2,805646.0,86.15600040228342,2.1573909127754702,-124031.32041528588
3,856442.0,99.42371673602305,2.0497106042960804,-135252.85788960324
4,978305.0,73.65281575594435,2.2125974114973075,-150122.22546044958
5,1403542.0,74.03899503379307,2.0536980005877474,-244011.6370688859
6,3000808.0,80.01864083206688,2.090900481957216,-442026.57862857817
1,806803.0,88.41242086515275,2.046808926621981,-124982.37384845497
2,739506.0,79.69213524668064,2.2504925797180135,-117024.22058238919
3,751537.0,86.14032601031668,2.1819532888029247,-123230.34709717798
4,1052078.0,110.05760233382,1.9711734134927235,-162950.52128120844
5,1199725.0,77.90841730720561,2.104575758823984,-197563.5749040308
6,4007291.0,91.46344174054188,1.9336681109349056,-600405.89421649
7,2169268.0,72.20388045299214,2.108485922604506,-288430.43181521865
8,1713692.0,67.43344049289037,2.1723981344901695,-236342.87288390024
9,3132674.0,88.71326562059465,2.016265825162469,-346282.83701620274
10,1751237.0,56.03902195540716,2.0447235540451194,-257376.82973271623
11,1426999.0,58.66237783737409,2.2315050936621037,-207471.495741812
12,1452883.0,56.26576335242239,2.287434279607322,-208512.96780296005
13,1706734.0,61.287032267981495,2.193131243551176,-222391.33655846273
14,1297395.0,54.121530074570394,2.30154270039447,-179184.86015347674
15,1566139.0,63.74338481594072,2.2575077979103284,-203129.0260814495
16,1270924.0,56.63757463945022,2.203771919457689,-170710.1035021949
17,1465663.0,64.83451910402114,2.215204013563191,-212583.93087072845
18,1048141.0,64.52358159194114,2.3962479759644943,-131913.11789886525
19,1335363.0,55.18636101413484,2.291245249859972,-171796.73279241548
20,1025257.0,73.01122425486378,2.343880668870042,-127818.35646754294
21,816553.0,58.23356661136773,2.353616380500452,-113133.17136331885
22,862420.0,59.96734677946015,2.3282205908313203,-117303.21180584769
23,1112260.0,55.30557308909589,2.3939703675222535,-163097.77727801332
24,1077354.0,66.78438441998499,2.1718827585033145,-144073.72106617468
25,1148445.0,60.069852996346114,2.3872818251329777,-141753.39666371842
26,973394.0,61.24653176457394,2.2185969985557734,-145503.18458146762
27,1297457.0,60.91747668382843,2.0901746841546154,-202234.1711452289
28,1420600.0,63.95826888186543,2.1274750134602067,-191811.37359145118
29,988095.0,55.96595943493403,2.3023456535471345,-132893.23825618345
30,1748210.0,71.97409774127037,2.1495322942559376,-222557.79875616575
31,1034971.0,61.40758175675837,2.2085349219798736,-163629.98228518607
32,1057504.0,58.76556763203878,2.214105999561376,-163261.05733233027
33,1128596.0,60.58891762664937,2.275550478565108,-169462.52772081047
34,1664112.0,66.91800143828983,2.124986641781211,-227467.3826696194
35,1613806.0,54.5982228799375,2.194213103763432,-228273.31860568034
36,1371405.0,52.56322534875997,2.267216293463284,-201026.8525285777
37,1110041.0,56.00649431982742,2.232437177752613,-167705.42236499334
38,1170390.0,52.00359592764965,2.2329530599373477,-176448.39390540787
39,981588.0,53.200269126275195,2.368434793355325,-141806.3271282454
40,1057926.0,54.09735663026331,2.3164222275301083,-150705.38835613904
41,1099378.0,57.36709652239913,2.335222092482528,-158989.84617008697
42,1107294.0,51.27275951308325,2.3243749776924134,-142633.99146735828
43,895309.0,51.88346243364922,2.2396254674355265,-131121.90271428198
44,877461.0,54.40211324248815,2.2540374207341634,-130114.6348331008
45,1115942.0,51.33129316106262,2.30534415835195,-161962.2123059771
46,985065.0,59.00554638036846,2.230077782982654,-141810.67674373274
47,1097637.0,51.861154737896264,2.228376412048572,-158078.47149156823
48,1045962.0,55.518839874343435,2.3583260883823547,-144370.33577841124
49,1077989.0,79.60726674145145,2.201279125686291,-179006.56484016072
50,1061806.0,65.33999113046808,2.171700222726495,-152649.7409450518
51,1114433.0,60.0226694649488,2.2757509788581487,-147052.79782868727
52,869922.0,54.76478547450917,2.182366329607715,-136150.0634960942
53,1044168.0,71.53138367053361,2.1729853624996953,-147809.642481071
54,1044558.0,59.78277149361511,2.3463091495701818,-155675.32442816466
55,1176592.0,57.48357092079071,2.2197496776781365,-165063.766614796
56,1464441.0,65.6258669353266,2.2267883102368087,-198343.79803217557
57,1370147.0,57.98926648123691,2.2514584194612715,-175866.99965276592
58,1826868.0,68.20088845756247,2.238632634142231,-214750.57311015244
59,1060494.0,58.865922194252846,2.2301131197909694,-150170.55156282513
60,1085871.0,53.77002652173918,2.306582854259675,-151788.46346562283
61,980336.0,50.47195511947234,2.2702170337177776,-138696.7761418739
62,1065069.0,54.195984017401926,2.3782242068716304,-147288.1189576543
63,1176912.0,56.580072903968436,2.299764808729583,-160233.4419431107
64,1124156.0,53.75140797378081,2.2458591774038013,-164937.40308086982
65,1073242.0,57.36524382993398,2.2223565315790412,-161622.01226547646
66,1112152.0,58.04186728001513,2.310754978280699,-158147.18990283314
67,1335287.0,55.76338903155377,2.154302173274362,-194102.3947992005
68,1393837.0,56.484315977707325,2.238145653004933,-188869.37678202274
69,926715.0,60.95689494659854,2.3246949142643856,-149152.94213170043
70,971447.0,56.35324032183622,2.1654898448578397,-149734.9463721439
71,883813.0,53.013615843548564,2.3297589529832137,-129262.10694905302
72,932185.0,50.83660564763359,2.22437507168602,-132471.09797062038
73,804339.0,49.42935094279823,2.344936824432759,-123074.25592532057
74,1043636.0,54.004252790125825,2.3441664703201917,-155142.92457773632
75,870457.0,49.60304944038779,2.3006704850742863,-132335.97973940693
76,903075.0,49.240579847813635,2.302907461566478,-138561.39073172724
77,1190280.0,52.32806848784129,2.2770476376636615,-182148.60855441244
78,977612.0,49.02172937806156,2.3182162265902866,-131268.18096294024
79,1030242.0,52.106225452468536,2.338038929803288,-156325.90896395707
80,1154612.0,53.7874108287971,2.279721065417146,-157968.91276759873
81,860220.0,52.033288294164024,2.364458012259149,-124988.73139196403
82,843015.0,54.97357200117879,2.382218361255315,-121636.16067884438
83,1137562.0,53.654963575650214,2.223930718799533,-165870.7445060128
84,921213.0,53.56419012920509,2.2659076610441393,-134638.64442451464
85,964056.0,50.37287515322986,2.2923514106475387,-143566.4202059164
86,868010.0,61.55700355471315,2.165590739122178,-131027.64051003636
87,1080750.0,66.05745412590122,2.192309052790195,-146092.7309173404
88,848931.0,51.33968808468736,2.3108025321947445,-127282.47550266338
89,872727.0,53.641619520404994,2.2713303781665832,-135022.3085955247
90,928709.0,51.33957497765028,2.3437214198246665,-129632.38981043825
91,944234.0,50.958157517826756,2.3915894839121723,-130542.41994333557
92,840203.0,53.343349530453224,2.2658384706725916,-132011.6408396717
93,1056982.0,50.887588620716826,2.263322848920069,-155259.75616386053
94,933280.0,52.13272488629118,2.2444714802350587,-132067.47412367424
95,1151496.0,50.950569330876284,2.255555008600677,-154662.8715256186
96,1213312.0,53.53350392949284,2.2036528164525855,-167821.46895317937
97,962782.0,47.07949276944922,2.31520861203698,-130487.50047856737
98,1030493.0,48.899781778258905,2.254694417156719,-143114.136129989
99,971961.0,53.74664027736693,2.213857290497405,-138502.03202248187
100,1191189.0,55.953824573058355,2.197623785624017,-180621.240289443
101,945630.0,47.46495208297489,2.306872984530389,-131605.2596847461
102,1163916.0,54.07426900221408,2.235509798810946,-157387.84620047905
103,897453.0,48.470870618156496,2.3208522800941487,-124738.30164744517
104,1082011.0,48.91909420725921,2.245227463014528,-156049.2917870466
105,1125981.0,53.1199623055459,2.281454576036409,-153790.39732824932
106,1408459.0,65.8499518521434,2.1265755438732237,-181164.32706855214
107,944660.0,51.10415030555391,2.2681405234295795,-128509.10516200768
108,1030484.0,54.143290021573456,2.258463631785033,-135394.95224252457
109,899889.0,46.50311218396712,2.2553607096076123,-126671.10242755053
110,849036.0,49.573725669092106,2.296195087646285,-123765.1466202264
111,895860.0,50.987247999405,2.2548520840751975,-137673.648263128
112,1228547.0,56.2170207414079,2.253757218661577,-172026.6186532236
113,774746.0,61.77722002654588,2.149076270692695,-114903.21866486134
114,937416.0,57.079173996336515,2.2269628606548633,-143392.15234021744
115,660689.0,54.62042704164601,2.338625538554076,-100102.3472757874
116,841413.0,57.791438179396145,2.244743480626955,-124092.73439021656
117,752899.0,54.68724985581938,2.275385071902451,-121211.5591718551
118,884532.0,63.85010649204106,2.2991712659719883,-143520.5567709371
119,946741.0,49.55497168724735,2.297820637035999,-136712.29829503907
120,946985.0,50.78458148710648,2.1630681884242478,-137876.14990240478
121,828539.0,49.60559612243326,2.2926379851192378,-114772.24143347937
122,842321.0,55.44007208887672,2.2828663228356474,-123626.84287399829
123,1161835.0,50.95497239483382,2.2163195069819266,-173285.11615416937
124,1149436.0,53.75260812689872,2.368186199797097,-166767.39318609276
125,1059142.0,52.6066114143953,2.3224150266189048,-149596.58278699752
126,899274.0,46.4096927245781,2.2780804281857003,-127744.33511911202
127,986762.0,49.25081774556748,2.1881056970655774,-138590.17426046118
128,1105310.0,50.65038261621542,2.278614594058225,-145386.42195476845
129,946220.0,50.447348256333264,2.2018588963610553,-143518.59540014784
130,1043420.0,50.71015948720022,2.22304604766653,-148111.41147028413
131,877517.0,54.88652913258568,2.26673814406043,-120221.88381815053
132,1012708.0,64.14995282812268,2.253760011725625,-129787.72416318578
133,1144333.0,60.3226859234108,2.16170962473041,-150146.98376709106
134,1010364.0,62.863548943997635,2.0756426531156356,-124382.35352783586
135,1022105.0,55.768832928250006,2.1501385493136533,-137213.46698536817
136,1063669.0,52.78099933031948,2.227192047161834,-156998.20480027146
