episode,total_waiting_time,avg_queue_length,avg_speed,cum_reward
1,2408027.0,348.068901979433,0.10279454229502624,521.6823021472582
2,7465186.0,339.00791240524416,0.13487384970752472,774.8502665697295
3,26345465.0,221.07865706802195,0.2655788852241928,3186.149886034641
4,29874958.0,310.8460846195873,0.3052585065002044,2351.1010170645745
5,23357600.0,250.09585274986736,0.32056635735100364,2588.2527692520034
6,33690022.0,274.5627644091542,0.2736462645718718,2871.370254152651
7,45046676.0,281.570882247458,0.20538850630745964,2493.2110780662524
8,18020743.0,207.81241333947918,0.39693083508177185,3419.5591442294644
9,21318851.0,231.69792627316326,0.35140074770764995,2903.272977560604
10,26257923.0,218.65356268997957,0.2753251184442833,2995.812613792247
11,3800238.0,151.61362097482842,0.6899730876112429,4237.814704108254
12,4931017.0,181.9960241905405,0.5760196845428823,3752.1922251123356
13,1397081.0,107.30588662429757,1.0334042113444888,5735.393372961913
14,1895802.0,204.45684858863126,0.7959803194127852,4440.774202003929
15,1372623.0,134.67997833037884,1.5954451735878963,8947.256533480922
16,1560254.0,136.84080784276918,0.9737765073158037,5897.190528304507
17,6088156.0,124.21640818677295,0.7698074454362236,6374.775455657367
18,2411704.0,120.47981581605025,1.7918123864502726,11039.35611292013
19,534223.0,58.28273056167021,2.9855564905707572,16713.1452342151
20,1362400.0,71.02711454947256,2.349396801662731,14260.838586092776
21,1990346.0,93.36996047448963,2.1088954731560445,12921.202564027084
22,1136980.0,49.22478161444657,2.8408705471443914,16386.141315928853
23,4878527.0,136.1903219502744,1.9326235946929102,11982.266287096043
24,5806022.0,146.78146053786887,1.3935641061180086,8931.352356110317
25,2258794.0,90.67929671722905,2.3881857701575897,13478.920486769437
26,4097399.0,134.94856239031242,1.820581191766391,10755.993680955838
27,267947.0,25.44929054223341,3.753763602476935,20885.940684181667
28,2050773.0,85.79326436855278,2.768726847384976,16407.475297603367
29,6015204.0,133.42248128454455,1.6432064615272477,10419.572172544278
30,9717662.0,162.71704093619866,1.1929014721790172,8013.912090098637
31,3029916.0,108.24110940148093,1.9681225433171663,12283.052792842434
32,20898626.0,280.40214644537764,0.630753334067441,5233.991166091626
33,2952080.0,116.20144928762993,1.9568050259883332,12415.927889895975
34,455536.0,40.82948207247418,3.1930031126948295,17670.079225653186
35,1875477.0,98.91416129164914,2.7575532055536485,15795.264761411298
36,428480.0,31.642753670119742,3.6151948584655305,20751.218487592145
37,6897618.0,154.40567450253405,1.9274666677757646,12958.358407456466
38,504129.0,46.172955112316856,3.3379038850160003,18895.873893075575
39,435280.0,27.207498089472175,3.4525659226466816,20701.585272189503
40,5374202.0,172.12714001698305,1.2909158142446455,8268.315790236955
41,2466975.0,86.76165394083642,2.3361401360415854,14287.833072030337
42,1016560.0,40.25813080066415,3.140705079217732,18872.49682101935
43,480398.0,33.00367985974584,3.573749393673949,20345.35529818579
44,6702471.0,119.72986641245876,1.5881066839995586,10462.446834189092
45,210222.0,26.848931011213384,3.957736406952508,21589.45209992593
46,379067.0,30.903990391617388,3.9044553832808675,22228.06449701798
47,1018253.0,57.20906824148454,3.131805762584809,17679.043529791248
48,897895.0,57.32189097657348,2.8730013409083845,15715.317334768864
49,11378323.0,215.09762201919966,0.7698585577624035,5562.997938391128
50,2006000.0,96.85568566256612,2.6047060838135283,14846.824677737111
51,14401338.0,270.79530036322063,1.0113271320393633,6909.3869660929295
52,278092.0,32.94582211625629,3.766696217281515,20426.793586317657
53,5842817.0,136.08935341257552,2.191471330614812,13676.972574367042
54,1079721.0,56.26722685665746,3.1624599389368884,18898.860595086844
55,16927887.0,159.55931844091901,1.0404073015344009,9965.021134096492
56,9099606.0,178.95026874469494,0.8753563454362675,6221.157547015553
57,191535.0,34.66015610348951,3.9616435701918977,20481.697257892112
58,7549835.0,261.51391696029054,1.479180255087411,9012.645294247595
59,336348.0,41.199967184339705,3.847381530834494,21953.159014941622
60,459162.0,68.83231579632005,3.3102949207887313,17432.01305287346
61,9153059.0,301.47715155695823,0.24842507263048455,1569.5496088794014
62,366264.0,41.40069261038533,3.6184241481647663,21059.22854231894
63,2113732.0,63.79650049905074,2.751483584941326,16398.842166250302
64,6567281.0,111.63371205212738,2.426665283125737,15285.564618409016
65,1586737.0,76.77067437519563,3.032898880418914,17797.05063029819
66,495439.0,53.58354259091245,3.3578357643514636,18746.797072374222
67,981887.0,78.48186733892805,2.870412343243657,16737.374373453764
68,1437435.0,64.69959000022274,3.2342302742351543,18011.428397215575
69,299906.0,39.541481437738156,3.410116283114491,18254.35246351187
70,4100080.0,152.3620311598037,1.4761878276443463,10002.64872011809
71,777605.0,58.548750665726025,3.2429787344244194,18293.64304088815
72,5055541.0,125.47456027807652,1.9195245416665345,11797.39783308252
73,725104.0,53.880434920942456,3.3335040987524693,17900.91701030076
74,720873.0,77.94509052279723,2.8536735561845026,15458.34965385145
75,1672779.0,148.68960696155168,1.5146673994477433,8327.641362163693
76,1055033.0,85.75111303114204,3.1615827517652813,17739.640820154993
77,853086.0,77.68188847166107,2.306926355915125,13377.865937951812
78,698463.0,40.774420714986405,3.3584526870882248,18793.901236945705
79,2922112.0,102.26256463200784,2.4782714473053886,14391.322294502392
80,2335364.0,119.48972151746815,2.3167676966724327,13775.500724414285
81,2264650.0,93.46674839465676,2.851636849217255,15826.584513155763
82,870466.0,86.31596379177368,2.894001067058957,15031.441542304223
83,5890851.0,150.60637383288545,1.5153776137758759,9471.110086099225
84,383511.0,45.7062729026676,3.6722653155137475,18434.771883879013
85,9919207.0,164.59445493148687,2.0286632371771707,13168.053072517016
86,2002707.0,93.40297679970519,3.0649772030729348,17032.0783174763
87,7008181.0,138.90592114015072,1.6936026218886533,10796.716714540165
88,13041059.0,267.0117386944963,0.9802206627526336,7128.164659537152
89,7458805.0,203.44143937553025,0.6981737438828449,4760.148585793237
90,1188476.0,66.63426458110442,2.838621228213662,15246.234616735579
91,11360674.0,224.97734961216872,0.5355469779543756,3737.582359143587
92,5529312.0,145.37693743804536,1.2810121970288821,8061.409755902756
93,8786287.0,175.8780034215197,0.9610933516414759,6743.992048468236
94,4494258.0,132.47047077132558,1.4316038709531445,9021.967594746715
95,10698182.0,161.47769947824574,1.219831296182885,9156.053709148735
96,1023788.0,113.89035800015257,2.2249761717684833,12470.991442762348
97,15125828.0,271.17668192928494,0.5630220160547962,4047.56527341793
98,516107.0,43.38145511871816,3.2909623318393812,17182.11433453341
99,1057853.0,67.4575673145001,3.0373658623704376,15827.71350881235
100,5631325.0,148.28419265724466,1.4237365102193296,8535.300378764881
101,7160034.0,155.30391725067332,1.3712811186739813,9102.564065757888
102,300074.0,30.786479704293402,3.9459142822475015,21927.445666449366
103,1044318.0,60.65022476210204,3.238172880842462,17505.56259383435
104,1880854.0,109.75803648713631,2.784622498087146,14716.729902390565
105,217515.0,27.18546158147123,4.12978576027094,21491.40509644997
106,316455.0,33.17816710409847,3.692583271037556,20047.03457846289
107,603805.0,43.31805026187021,3.5554769947204385,18822.695210050002
108,14711106.0,246.9646554265633,1.1147044866977345,7985.742942702569
109,462078.0,44.94629316487072,3.7045196688274618,19756.203393856853
