step,straight_sortedCarList,straight_sortedCarList_hat,straight_queueLength,straight_queueLength_hat,straight_totalWaitingTime,straight_totalWaitingTime_hat,straight_avgSpeed,straight_avgSpeed_hat,straight_avgGapSpace,straight_avgGapSpace_hat,right_sortedCarList,right_sortedCarList_hat,right_queueLength,right_queueLength_hat,right_totalWaitingTime,right_totalWaitingTime_hat,right_avgSpeed,right_avgSpeed_hat,right_avgGapSpace,right_avgGapSpace_hat
678.0,7,0,2.0020000000000095,0,9.0,0,16.427934102605107,0,92.46519262521605,0,6,0,9.503034325066608,0,127.0,0,13.051494019155466,0,56.39056365533084,0
679.0,7,0,2.0020000000000095,0,11.0,0,19.8203218875247,0,130.44359711496708,0,6,0,9.503034325066608,0,130.0,0,10.48279784854606,0,44.91584907551647,0
680.0,7,0,2.0020000000000095,0,13.0,0,23.31396975720105,0,113.20491247692698,0,6,0,10.504034325066613,0,134.0,0,9.341628280757828,0,34.29754852797167,0
681.0,6,0,2.0020000000000095,0,15.0,0,25.97715842739493,0,65.91783643859956,0,6,0,10.504034325066613,0,138.0,0,7.538227843565457,0,25.799175125313077,0
682.0,6,0,2.0020000000000095,0,17.0,0,28.32756473939447,0,53.742518230944526,0,6,0,10.504034325066613,0,142.0,0,6.042518112360712,0,19.11959212961331,0
683.0,5,0,2.0020000000000095,0,19.0,0,21.265251771481836,0,43.30531355544664,0,6,0,10.504034325066613,0,146.0,0,4.209184779027378,0,14.566908832026687,0
684.0,5,0,2.0020000000000095,0,21.0,0,21.124024592610944,0,32.9739290598789,0,6,0,10.504034325066613,0,150.0,0,2.589413142671904,0,11.816325336823201,0
685.0,5,0,2.0020000000000095,0,23.0,0,19.594407411274048,0,24.807105047786763,0,6,0,10.504034325066613,0,154.0,0,1.0692418475451726,0,10.70741280677559,0
686.0,5,0,2.0020000000000095,0,25.0,0,16.31396774371302,0,18.469349717193552,0,6,0,18.41285277612249,0,159.0,0,0.14177900730612433,0,10.538782658654638,0
687.0,4,0,2.0020000000000095,0,27.0,0,4.137755330593212,0,14.331594386600337,0,6,0,18.326374342612056,0,164.0,0,0.24659432309533355,0,10.242364727295968,0
688.0,5,0,2.0020000000000095,0,29.0,0,6.2704830770653865,0,50.02886851146835,0,6,0,10.504034325066613,0,166.0,0,0.22412402952072352,0,9.992391403487058,0
689.0,5,0,2.0020000000000095,0,31.0,0,5.599573632888479,0,43.247298502039406,0,6,0,18.02226159082133,0,171.0,0,0.0733990287332122,0,9.911057104140887,0
690.0,5,0,2.0020000000000095,0,33.0,0,4.8803693375201345,0,37.091210757987994,0,6,0,25.57638840560641,0,177.0,0,0.004826327290218709,0,9.905266609860025,0
691.0,5,0,2.0020000000000095,0,35.0,0,4.902045041170385,0,30.805880009054476,0,6,0,25.5206047435517,0,183.0,0,0.01927418338417704,0,9.882105622194024,0
692.0,5,0,9.746043152951856,0,38.0,0,3.934338826277195,0,25.474482081013427,0,6,0,25.51018247249003,0,189.0,0,0.004884666622483049,0,9.877074183753997,0
693.0,5,0,9.825671504226037,0,40.0,0,3.1549954097527118,0,21.112137390459733,0,6,0,25.50801164607998,0,195.0,0,0.001022736985409257,0,9.876023273173473,0
694.0,5,0,9.59250858545316,0,42.0,0,2.4493781147928333,0,17.89331025844732,0,6,0,25.50774317633507,0,201.0,0,0.00010700661441375033,0,9.875904027581143,0
695.0,5,0,17.03610175758105,0,46.0,0,1.8494721526549824,0,15.387743526233718,0,6,0,25.506958538075438,0,207.0,0,0.0003923191298136706,0,9.875511708451327,0
696.0,5,0,17.028606988137582,0,50.0,0,1.1168395793226873,0,13.87580000640165,0,6,0,25.506511880813676,0,213.0,0,0.00022332863088324968,0,9.875288379820446,0
697.0,6,0,17.023250295006903,0,54.0,0,16.61155589230669,0,12.228217153794597,0,6,0,25.50639847901806,0,219.0,0,5.6700897807846563e-05,0,9.875231678922638,0
698.0,6,0,17.00749440145718,0,58.0,0,15.374095373651667,0,11.205471837958907,0,6,0,25.506115782938068,0,225.0,0,0.00014134803999539043,0,9.875090330882642,0
699.0,7,0,17.00492073148895,0,62.0,0,19.589200973042956,0,55.88408717441404,0,6,0,25.506115782938068,0,231.0,0,0.0,0,9.875090330882642,0
700.0,8,0,17.004527843487082,0,66.0,0,22.64842654905966,0,85.14126472411586,0,6,0,25.506115782938068,0,237.0,0,0.0,0,9.875090330882642,0
701.0,8,0,17.004286904750913,0,70.0,0,22.341968503288648,0,75.1695205494239,0,4,0,25.506115782938068,0,87.0,0,0.0,0,3.7505286901691193,0
702.0,8,0,17.004079225937716,0,74.0,0,20.434671707564654,0,64.31037711323707,0,4,0,17.004091705404846,0,36.0,0,1.8055405936112332,0,4.251609159610766,0
703.0,8,0,17.004079225937716,0,78.0,0,16.03777275806219,0,55.30377060410921,0,5,0,1.0010000000000048,0,24.0,0,9.099913144923619,0,51.505888206812905,0
704.0,8,0,24.58065841229285,0,83.0,0,13.015216825862925,0,46.29761612460783,0,6,0,1.0010000000000048,0,25.0,0,13.151043324885915,0,84.45577831834237,0
705.0,8,0,24.57086793301697,0,88.0,0,10.093128372773572,0,37.27588594514367,0,5,0,1.0010000000000048,0,26.0,0,11.795584462326186,0,74.02502328306852,0
706.0,8,0,24.558660237504427,0,93.0,0,6.071562767850289,0,29.862361543265017,0,4,0,1.0010000000000048,0,27.0,0,12.520288256249703,0,61.61214895236656,0
707.0,9,0,25.50766394475049,0,99.0,0,14.47616971092513,0,24.47580123522176,0,4,0,1.0010000000000048,0,28.0,0,12.612138729597289,0,52.61566500432612,0
708.0,9,0,25.506379888417925,0,105.0,0,12.982171477615857,0,20.10672422019956,0,4,0,1.0010000000000048,0,29.0,0,14.057510632444888,0,44.956599613014134,0
709.0,9,0,25.50609652599627,0,111.0,0,14.95495911276424,0,17.497639976696238,0,3,0,1.0010000000000048,0,30.0,0,15.109887054276683,0,12.45062796290577,0
710.0,9,0,25.50609652599627,0,117.0,0,14.329662272953325,0,15.525827959428186,0,3,0,1.0010000000000048,0,31.0,0,15.087529604342912,0,8.822574604016154,0
711.0,9,0,25.50609652599627,0,123.0,0,11.324542921995628,0,14.626947199576652,0,3,0,1.0010000000000048,0,32.0,0,13.468635607740056,0,6.294521245126539,0
712.0,10,0,33.04686708673917,0,130.0,0,14.555824774672633,0,39.90682771242891,0,3,0,1.0010000000000048,0,33.0,0,12.430043393602741,0,4.866467886236926,0
713.0,10,0,40.56413670241844,0,138.0,0,13.992081643395377,0,34.49328183879193,0,3,0,1.0010000000000048,0,34.0,0,12.106147591278758,0,4.162320883325577,0
714.0,10,0,40.54310377226656,0,146.0,0,11.463313201284599,0,30.001958011854686,0,2,0,1.0010000000000048,0,35.0,0,0.3745721065050779,0,3.7877487768205,0
715.0,8,0,40.539492309897554,0,71.0,0,10.74378802303951,0,23.039045287438235,0,2,0,8.556805206845738,0,37.0,0,0.009846173397632333,0,3.7779026034228664,0
716.0,8,0,40.51149641238864,0,32.0,0,8.635717472318532,0,20.422313356438274,0,2,0,8.542752517248061,0,39.0,0,0.007026344798837441,0,3.7708762586240283,0
717.0,8,0,24.505617929717715,0,31.0,0,7.353729068883116,0,20.719356317697432,0,2,0,8.521749339992013,0,41.0,0,0.010501588628025017,0,3.760374669996004,0
718.0,7,0,24.50439665243192,0,19.0,0,6.681578627240853,0,15.923954465634942,0,2,0,8.515415117488615,0,43.0,0,0.0031671112516997047,0,3.7572075587443052,0
719.0,7,0,2.0020000000000095,0,14.0,0,8.324283021074109,0,53.038163565978394,0,2,0,8.505009804423096,0,45.0,0,0.00520265653276232,0,3.752004902211546,0
720.0,7,0,2.0020000000000095,0,16.0,0,8.984577908444775,0,49.26460313569207,0,2,0,8.502183506681746,0,47.0,0,0.001413148870675524,0,3.7505917533408706,0
721.0,7,0,2.0020000000000095,0,18.0,0,10.185566985005984,0,48.77896813937403,0,2,0,8.50207051589517,0,49.0,0,5.649539328694871e-05,0,3.7505352579475826,0
722.0,5,0,2.0020000000000095,0,20.0,0,12.362073806903622,0,6.803866569939139,0,2,0,8.50207051589517,0,51.0,0,0.0,0,3.7505352579475826,0
723.0,5,0,2.0020000000000095,0,22.0,0,14.013544461208882,0,7.980994639359288,0,2,0,8.50207051589517,0,53.0,0,0.0,0,3.7505352579475826,0
724.0,5,0,2.0020000000000095,0,24.0,0,14.162823236939518,0,8.611760835096383,0,2,0,8.50207051589517,0,55.0,0,0.0,0,3.7505352579475826,0
725.0,4,0,2.0020000000000095,0,26.0,0,14.519312786694222,0,0.0,0,2,0,8.50207051589517,0,57.0,0,0.0,0,3.7505352579475826,0
726.0,5,0,2.0020000000000095,0,28.0,0,19.47078451277587,0,42.464025980089794,0,2,0,8.50207051589517,0,59.0,0,0.0,0,3.7505352579475826,0
727.0,5,0,2.0020000000000095,0,30.0,0,18.78870295412783,0,42.17039116292555,0,2,0,8.50207051589517,0,61.0,0,0.0,0,3.7505352579475826,0
728.0,4,0,2.0020000000000095,0,32.0,0,19.703764900314855,0,0.0,0,2,0,8.50207051589517,0,63.0,0,0.0,0,3.7505352579475826,0
729.0,3,0,2.0020000000000095,0,34.0,0,8.946471584167858,0,0.0,0,2,0,8.50207051589517,0,65.0,0,0.0,0,3.7505352579475826,0
730.0,3,0,2.0020000000000095,0,36.0,0,10.558537809898672,0,0.0,0,2,0,8.50207051589517,0,67.0,0,0.0,0,3.7505352579475826,0
731.0,3,0,2.0020000000000095,0,38.0,0,9.422982687268933,0,0.0,0,2,0,8.50207051589517,0,69.0,0,0.0,0,3.7505352579475826,0
732.0,3,0,2.0020000000000095,0,40.0,0,10.02212975409214,0,0.0,0,2,0,8.50207051589517,0,71.0,0,0.0,0,3.7505352579475826,0
733.0,3,0,2.0020000000000095,0,42.0,0,9.615730925717918,0,0.0,0,2,0,8.50207051589517,0,73.0,0,0.0,0,3.7505352579475826,0
734.0,3,0,2.0020000000000095,0,44.0,0,9.617991623490644,0,0.0,0,2,0,8.50207051589517,0,75.0,0,0.0,0,3.7505352579475826,0
735.0,4,0,2.0020000000000095,0,46.0,0,13.461717458743992,0,50.22753298648814,0,2,0,8.50207051589517,0,77.0,0,0.0,0,3.7505352579475826,0
736.0,4,0,2.0020000000000095,0,48.0,0,14.539808422221727,0,44.9449833675228,0,4,0,8.50207051589517,0,79.0,0,22.584463955257142,0,3.7505352579475826,0
737.0,3,0,2.0020000000000095,0,50.0,0,4.466615069239264,0,40.47836829828354,0,5,0,8.50207051589517,0,81.0,0,38.79649013729863,0,3.7505352579475826,0
738.0,3,0,2.0020000000000095,0,52.0,0,4.499375203788144,0,35.978993094495394,0,6,0,8.50207051589517,0,83.0,0,41.27502204631751,0,42.63212649481187,0
739.0,3,0,2.0020000000000095,0,54.0,0,5.107474651002189,0,30.871518443493205,0,6,0,8.50207051589517,0,85.0,0,41.45126855462154,0,37.18056496329672,0
740.0,5,0,2.0020000000000095,0,56.0,0,26.747663073026455,0,26.47215870231407,0,6,0,8.50207051589517,0,87.0,0,43.398018906353826,0,30.632103437723842,0
741.0,5,0,2.0020000000000095,0,58.0,0,27.33593751037854,0,20.973604239001244,0,6,0,8.50207051589517,0,89.0,0,38.32693630833981,0,24.89976685837813,0
742.0,5,0,2.0020000000000095,0,60.0,0,26.102809823985126,0,16.292872593832612,0,6,0,8.50207051589517,0,91.0,0,40.239620903227205,0,20.21323722274549,0
743.0,6,0,2.0020000000000095,0,62.0,0,26.687391406885922,0,60.76332837993704,0,6,0,8.50207051589517,0,93.0,0,35.45622791311831,0,16.571595011813432,0
744.0,6,0,2.0020000000000095,0,64.0,0,28.58414976130623,0,52.54141288635645,0,6,0,8.50207051589517,0,95.0,0,29.487157750186377,0,13.05819319387382,0
745.0,6,0,2.0020000000000095,0,66.0,0,27.473179034522378,0,43.98565870313428,0,6,0,8.50207051589517,0,97.0,0,20.710047312688573,0,10.5913482952332,0
746.0,6,0,2.0020000000000095,0,68.0,0,28.342741631105646,0,36.54767587100507,0,6,0,8.50207051589517,0,99.0,0,11.99357536184728,0,8.63872106764695,0
747.0,6,0,2.0020000000000095,0,70.0,0,28.10970212611753,0,30.909106033311858,0,6,0,9.503070515895175,0,102.0,0,2.667858250109108,0,7.689646241231118,0
748.0,6,0,2.0020000000000095,0,72.0,0,25.05894646042248,0,25.772813922682143,0,6,0,11.505070515895184,0,107.0,0,0.10339596910307147,0,7.555741911057278,0
749.0,6,0,9.511595167048142,0,75.0,0,27.15589301060538,0,20.69446494638926,0,6,0,11.505070515895184,0,112.0,0,0.21901890094857293,0,7.273665701299255,0
750.0,6,0,9.50758440724897,0,78.0,0,15.006974199509738,0,65.34555301413633,0,6,0,11.505070515895184,0,117.0,0,0.2407804497016004,0,6.966275122962411,0
751.0,5,0,9.507345001252773,0,81.0,0,16.79438890619385,0,13.144230214470952,0,6,0,11.505070515895184,0,122.0,0,0.5535283580564595,0,6.272604530515934,0
752.0,5,0,9.50455088368399,0,84.0,0,14.47721424081098,0,10.515149332642231,0,6,0,11.505070515895184,0,127.0,0,0.042932151270391156,0,6.219687124870816,0
753.0,6,0,9.503389987321327,0,87.0,0,25.737784019240323,0,8.986885061416572,0,6,0,19.140072190911397,0,133.0,0,0.03279904282469472,0,6.179356230676578,0
754.0,6,0,9.503389987321327,0,90.0,0,24.597928833168176,0,8.55920123837224,0,6,0,11.505070515895184,0,137.0,0,0.04274208398187091,0,6.126927595682117,0
755.0,6,0,9.503389987321327,0,93.0,0,24.890020424898957,0,8.423612676390334,0,6,0,19.00708326095824,0,143.0,0,0.0015875593358474782,0,6.124983096999489,0
756.0,6,0,9.503014046628635,0,96.0,0,23.524953576094944,0,7.949083305851232,0,6,0,19.00652578433693,0,149.0,0,0.00018582554043768338,0,6.124755504766955,0
757.0,6,0,9.503014046628635,0,99.0,0,24.655355964797117,0,7.572935499497127,0,6,0,19.00652578433693,0,155.0,0,0.0,0,6.124755504766955,0
758.0,6,0,17.11881945906417,0,103.0,0,22.02825167058925,0,7.55840972953208,0,6,0,19.00633656798483,0,161.0,0,6.307211736823909e-05,0,6.124678257016705,0
759.0,6,0,17.11811241245259,0,107.0,0,25.674352478774658,0,7.55805620622629,0,6,0,19.00610916114084,0,167.0,0,7.580228133005847e-05,0,6.124585418392606,0
760.0,6,0,17.076502096917523,0,111.0,0,23.717524021928348,0,7.5372510484587565,0,6,0,19.00610916114084,0,173.0,0,0.0,0,6.124585418392606,0
761.0,5,0,17.063194181853717,0,115.0,0,11.265711913223324,0,7.530597090926854,0,6,0,19.00610916114084,0,179.0,0,0.0,0,6.124585418392606,0
762.0,5,0,17.04809829153092,0,119.0,0,10.72819843506056,0,7.523049145765455,0,6,0,19.00610916114084,0,185.0,0,0.0,0,6.124585418392606,0
763.0,5,0,17.01206645364509,0,123.0,0,12.177907584381863,0,7.50503322682254,0,6,0,19.00610916114084,0,191.0,0,0.0,0,6.124585418392606,0
764.0,5,0,17.00578257938642,0,127.0,0,11.165497915628334,0,7.501891289693205,0,6,0,19.00610916114084,0,197.0,0,0.0,0,6.124585418392606,0
765.0,5,0,17.004921361973047,0,131.0,0,10.477881972509401,0,7.5014606809865185,0,7,0,19.00610916114084,0,203.0,0,5.552684673588898,0,54.221284588429484,0
766.0,6,0,17.004138522898202,0,135.0,0,15.733621054489904,0,49.17713657680486,0,7,0,19.00610916114084,0,209.0,0,6.640711192871619,0,47.58057339555787,0
767.0,6,0,17.004138522898202,0,139.0,0,14.119777579655953,0,43.71612555727146,0,7,0,19.00610916114084,0,215.0,0,6.300167519730691,0,41.28040587582718,0
768.0,6,0,17.004138522898202,0,143.0,0,14.838768808508682,0,37.81290336686611,0,7,0,19.00610916114084,0,221.0,0,5.719836185468536,0,35.56056969035864,0
769.0,5,0,17.004138522898202,0,147.0,0,3.9133402742413828,0,32.30535072034364,0,7,0,19.00610916114084,0,227.0,0,5.21090203012916,0,30.34966766022948,0
770.0,5,0,17.004138522898202,0,151.0,0,3.2875018208256015,0,27.688127421399848,0,7,0,19.00610916114084,0,233.0,0,5.3379972397020605,0,25.011670420527416,0
771.0,5,0,17.00403621739686,0,155.0,0,3.5292548586269077,0,22.748815381012882,0,6,0,18.005109161140837,0,123.0,0,4.381473454349975,0,20.95021184896911,0
772.0,7,0,17.00403621739686,0,159.0,0,17.903067383000035,0,61.04828903107857,0,5,0,18.005109161140837,0,69.0,0,4.114973289655586,0,14.619431072527227,0
773.0,7,0,17.00403621739686,0,163.0,0,17.853489948802036,0,52.18254996088977,0,5,0,10.095588099730165,0,54.0,0,2.939194526690388,0,11.75392168487462,0
774.0,8,0,17.00403621739686,0,167.0,0,24.7181883424558,0,43.97878758677804,0,5,0,2.0020000000000095,0,55.0,0,2.3202877842334915,0,10.312213247377386,0
775.0,8,0,17.00403621739686,0,171.0,0,27.122932244476267,0,37.04535260913412,0,6,0,2.0020000000000095,0,57.0,0,5.393668792751557,0,49.85446919957229,0
776.0,8,0,17.00403621739686,0,175.0,0,24.545130296559346,0,30.94922893397691,0,6,0,2.0020000000000095,0,59.0,0,6.371229405963889,0,44.01452003361943,0
777.0,8,0,17.00403621739686,0,179.0,0,24.90219947266184,0,25.78882852144373,0,5,0,2.0020000000000095,0,61.0,0,7.028275195887763,0,37.7546748627105,0
778.0,8,0,17.00403621739686,0,183.0,0,23.132732804359332,0,21.00020044176556,0,5,0,2.0020000000000095,0,63.0,0,6.593606053273538,0,34.027356427443856,0
779.0,8,0,24.530928810596038,0,188.0,0,23.965152488221186,0,17.55334146071703,0,5,0,2.0020000000000095,0,65.0,0,8.664336780603481,0,28.54808628248076,0
780.0,8,0,24.51461349288857,0,193.0,0,22.15840803736387,0,15.187907142298775,0,5,0,9.555644050895026,0,68.0,0,8.680771231520419,0,26.096876459163482,0
781.0,8,0,24.507525674201574,0,198.0,0,19.051870287571898,0,13.704639661618273,0,4,0,9.543536958253128,0,71.0,0,12.283262466226242,0,3.770768479126559,0
782.0,9,0,24.507092563999862,0,203.0,0,18.19388842126302,0,60.62959137361753,0,4,0,9.515088776402663,0,74.0,0,11.000269384165163,0,3.756544388201327,0
783.0,9,0,24.506152157309742,0,208.0,0,19.710159469444452,0,54.17389680427128,0,4,0,9.503457635852314,0,77.0,0,10.688117365903786,0,3.750728817926152,0
784.0,7,0,25.507046007317683,0,70.0,0,14.619509563021552,0,43.36781288212709,0,4,0,9.503047701643979,0,80.0,0,6.360632395755743,0,3.7505238508219847,0
785.0,7,0,17.004613331576778,0,9.0,0,14.010526681648845,0,37.86232784784981,0,4,0,9.503047701643979,0,83.0,0,3.3604274286515716,0,3.7505238508219847,0
786.0,7,0,16.98406643292458,0,4.0,0,13.93870301175231,0,34.93415163192081,0,4,0,9.503047701643979,0,86.0,0,0.36042742865156663,0,3.7505238508219847,0
787.0,6,0,2.0020000000000095,0,5.0,0,10.347004982088885,0,24.286410535474708,0,4,0,10.504047701643984,0,90.0,0,0.0,0,3.7505238508219847,0
788.0,5,0,2.0020000000000095,0,7.0,0,13.297021469039638,0,12.475656049848666,0,4,0,10.504047701643984,0,94.0,0,0.0,0,3.7505238508219847,0
789.0,6,0,2.0020000000000095,0,9.0,0,20.505491701762917,0,62.07468237218777,0,4,0,10.504047701643984,0,98.0,0,0.0,0,3.7505238508219847,0
790.0,4,0,2.0020000000000095,0,11.0,0,9.704116067957996,0,52.370566304229776,0,4,0,10.504047701643984,0,102.0,0,0.0,0,3.7505238508219847,0
791.0,4,0,2.0020000000000095,0,13.0,0,7.840546529301839,0,44.53001977492794,0,4,0,10.504047701643984,0,106.0,0,0.0,0,3.7505238508219847,0
792.0,4,0,2.0020000000000095,0,15.0,0,6.6318707580253715,0,37.89814901690257,0,4,0,10.504047701643984,0,110.0,0,0.0,0,3.7505238508219847,0
793.0,4,0,2.0020000000000095,0,17.0,0,6.19723864496837,0,31.7009103719342,0,4,0,10.504047701643984,0,114.0,0,0.0,0,3.7505238508219847,0
794.0,4,0,9.714456926305402,0,20.0,0,5.599244905384279,0,26.101665466549917,0,5,0,10.504047701643984,0,118.0,0,3.66982652642231,0,45.54676590642839,0
795.0,5,0,2.0020000000000095,0,21.0,0,18.42906607499777,0,20.8172008549112,0,6,0,10.504047701643984,0,122.0,0,9.125693307451685,0,90.16883054880704,0
796.0,5,0,9.513188326489256,0,24.0,0,17.709505613538138,0,16.727216712015917,0,6,0,10.504047701643984,0,126.0,0,10.73635784472907,0,77.5829022851952,0
797.0,5,0,9.504192135799514,0,27.0,0,17.995487287169468,0,13.735811389358084,0,6,0,10.504047701643984,0,130.0,0,8.903024511395735,0,67.1381456095776,0
798.0,6,0,9.503241641610174,0,30.0,0,19.786977634978552,0,50.82773226720514,0,6,0,10.504047701643984,0,134.0,0,8.803366320328234,0,56.74006396500505,0
799.0,6,0,9.503241641610174,0,33.0,0,20.010864544884566,0,44.30115404570764,0,6,0,10.504047701643984,0,138.0,0,8.579212574742492,0,46.794581989751094,0
800.0,6,0,9.503140864143134,0,36.0,0,20.739770005128854,0,36.89674991344867,0,6,0,10.504047701643984,0,142.0,0,8.715602119212882,0,37.03096502216426,0
801.0,6,0,9.503140864143134,0,39.0,0,18.099684059655694,0,30.230302346438904,0,6,0,10.504047701643984,0,146.0,0,8.114816161366432,0,28.05178921728971,0
802.0,5,0,9.503031546928398,0,42.0,0,3.517997444578821,0,25.336667731785788,0,6,0,10.504047701643984,0,150.0,0,6.2814828280330985,0,21.219766680208707,0
803.0,5,0,9.503031546928398,0,45.0,0,2.7475997876881046,0,21.5238897732204,0,6,0,10.504047701643984,0,154.0,0,5.013651433364559,0,15.77078565587438,0
804.0,5,0,17.05193552558667,0,49.0,0,3.141313184600166,0,17.188524487595597,0,6,0,10.504047701643984,0,158.0,0,3.1803181000312253,0,12.413955933167635,0
805.0,5,0,17.04117990014946,0,53.0,0,2.365571673505586,0,13.961990417176683,0,6,0,10.504047701643984,0,162.0,0,1.469561205281246,0,10.926151514764726,0
806.0,5,0,17.034263558926526,0,57.0,0,1.630318698065116,0,11.793901734322748,0,7,0,18.01371037173236,0,167.0,0,13.815954430062643,0,9.881761417942695,0
807.0,6,0,17.027940332134236,0,61.0,0,5.01313654572073,0,54.63375169395325,0,7,0,25.51496140592782,0,173.0,0,15.126040478065633,0,9.87888704980356,0
808.0,7,0,17.026578390006534,0,65.0,0,7.408544836460035,0,81.58731968648948,0,7,0,25.510187499460883,0,179.0,0,15.194104414421966,0,9.876852452266236,0
809.0,7,0,24.57088736457105,0,70.0,0,6.830103180956839,0,71.08760858625423,0,7,0,25.50970638022909,0,185.0,0,15.51301249178553,0,9.876631114401771,0
810.0,8,0,24.507874927896964,0,75.0,0,18.089943605645328,0,60.15772111879339,0,7,0,25.508413098869468,0,191.0,0,14.845357049806202,0,9.876047107666324,0
811.0,8,0,24.50570958538178,0,80.0,0,17.55571364478952,0,50.21209114627707,0,5,0,25.50691873940876,0,68.0,0,12.645658392916769,0,3.750907586782425,0
812.0,8,0,24.505307485719754,0,85.0,0,17.587494948609038,0,40.028021729935986,0,5,0,17.004284311478074,0,33.0,0,12.901677912002931,0,3.8989742804278507,0
813.0,8,0,24.505179197654087,0,90.0,0,17.63035638906461,0,31.88567893717708,0,6,0,1.0010000000000048,0,27.0,0,17.987751676191,0,52.73448678515601,0
814.0,8,0,24.505179197654087,0,95.0,0,15.574707479326747,0,25.772903172871956,0,5,0,1.0010000000000048,0,28.0,0,16.9661811769335,0,40.72763504375019,0
815.0,8,0,24.505179197654087,0,100.0,0,13.26627656082661,0,21.64217328016931,0,4,0,1.0010000000000048,0,29.0,0,12.92559860959543,0,33.82603223795192,0
816.0,8,0,24.505179197654087,0,105.0,0,12.811434511455667,0,17.900566650358414,0,4,0,1.0010000000000048,0,30.0,0,11.559008170433284,0,27.76443854265278,0
817.0,8,0,24.505078205789232,0,110.0,0,12.051541471025715,0,15.883168434577343,0,4,0,2.0020000000000095,0,32.0,0,11.053261212592805,0,21.374036882322866,0
818.0,8,0,24.505078205789232,0,115.0,0,9.70450859591126,0,15.371595673141146,0,3,0,2.0020000000000095,0,34.0,0,5.299006457515314,0,16.07503042480755,0
819.0,8,0,32.47353047661984,0,121.0,0,7.347841635947837,0,15.07218926226244,0,3,0,2.0020000000000095,0,36.0,0,4.199006457515313,0,11.876023967292241,0
820.0,8,0,32.43300580655932,0,127.0,0,5.186447143435457,0,14.728042718343428,0,3,0,2.0020000000000095,0,38.0,0,3.0990064575153133,0,8.777017509776925,0
821.0,9,0,32.10414982555011,0,131.0,0,5.045566189055639,0,39.37251667522241,0,3,0,2.0020000000000095,0,40.0,0,1.9990064575153133,0,6.778011052261611,0
822.0,9,0,40.549472847521116,0,139.0,0,2.418539036018076,0,34.72144918534817,0,3,0,2.0020000000000095,0,42.0,0,0.8990064575153132,0,5.8790045947462986,0
823.0,9,0,40.51431209003225,0,147.0,0,1.9487646599879043,0,30.994247563447303,0,3,0,2.0020000000000095,0,44.0,0,0.9986065632623656,0,4.880398031483935,0
824.0,9,0,40.5093265297473,0,155.0,0,2.006465227564589,0,27.204098362764512,0,3,0,2.0020000000000095,0,46.0,0,0.09303201895525182,0,4.787366012528686,0
825.0,7,0,40.50857935839369,0,82.0,0,2.3285564548191244,0,20.29266262862087,0,4,0,2.0020000000000095,0,48.0,0,12.559130720402097,0,4.145178136526667,0
826.0,8,0,40.50857935839369,0,34.0,0,6.25613613628057,0,56.77310066274531,0,4,0,2.0020000000000095,0,50.0,0,12.40624738004456,0,3.9002346282589144,0
827.0,9,0,24.505091177231975,0,12.0,0,16.144778294273088,0,50.39731740540167,0,4,0,2.0020000000000095,0,52.0,0,12.294825742279786,0,3.755546267025103,0
828.0,9,0,1.0010000000000048,0,7.0,0,19.167664863571503,0,45.28029829760553,0,4,0,9.507323229372446,0,55.0,0,11.905367599091353,0,3.752661614686218,0
829.0,9,0,1.0010000000000048,0,8.0,0,22.79391417163514,0,66.11701855495127,0,4,0,9.506774369014323,0,58.0,0,13.277315473450265,0,3.752387184507157,0
830.0,8,0,1.0010000000000048,0,9.0,0,22.137314587823752,0,54.79931884495615,0,4,0,9.503018845278874,0,61.0,0,12.209404401087927,0,3.750509422639432,0
831.0,8,0,1.0010000000000048,0,10.0,0,21.175119818419446,0,47.00535061858641,0,4,0,9.503018845278874,0,64.0,0,10.669243147430462,0,3.750509422639432,0
832.0,8,0,1.0010000000000048,0,11.0,0,23.604898210730138,0,40.654701409400516,0,4,0,9.503018845278874,0,67.0,0,8.637620296308523,0,3.750509422639432,0
833.0,6,0,1.0010000000000048,0,12.0,0,23.688554196364674,0,17.254760321874073,0,4,0,9.503018845278874,0,70.0,0,6.70420587941638,0,3.750509422639432,0
834.0,6,0,1.0010000000000048,0,13.0,0,24.41099007713429,0,16.891479050077496,0,4,0,9.503018845278874,0,73.0,0,5.615254328585272,0,3.750509422639432,0
835.0,5,0,1.0010000000000048,0,14.0,0,22.503945334341253,0,12.705729848960601,0,4,0,9.503018845278874,0,76.0,0,3.415254328585272,0,3.750509422639432,0
836.0,5,0,1.0010000000000048,0,15.0,0,21.76818482657616,0,12.680317365003305,0,4,0,9.503018845278874,0,79.0,0,0.6911011466747586,0,3.750509422639432,0
837.0,4,0,1.0010000000000048,0,16.0,0,8.826623206104932,0,12.102324165203648,0,4,0,10.504018845278878,0,83.0,0,0.0,0,3.750509422639432,0
838.0,3,0,1.0010000000000048,0,17.0,0,9.019409544977641,0,0.0,0,4,0,10.504018845278878,0,87.0,0,0.0,0,3.750509422639432,0
839.0,3,0,1.0010000000000048,0,18.0,0,9.21516412157456,0,0.0,0,4,0,10.504018845278878,0,91.0,0,0.0,0,3.750509422639432,0
840.0,3,0,2.2749237675131297,0,20.0,0,11.557941117574275,0,0.0,0,4,0,10.504018845278878,0,95.0,0,0.0,0,3.750509422639432,0
