episode,total_waiting_time,avg_queue_length,avg_speed,cum_reward
1,816326.0,190.4812723453536,0.3298866122191937,-466125.5
2,773414.0,178.00852847709402,0.3798609392281658,-453587.0
3,981350.0,187.82598511978586,0.4060773402992431,-643952.5
4,877664.0,166.04785486334157,0.3980825856664245,-507020.0
5,676764.0,125.9309887847102,0.5661078766291191,-331691.5
6,594671.0,116.43486666569405,0.6841541098515973,-299785.5
7,697087.0,82.67383344506614,0.9080379531905957,-319872.5
8,1779180.0,84.36020815105792,0.9931668794565032,-784985.5
9,1723912.0,80.91255113185697,1.1184809573661458,-647912.0
10,1180920.0,64.5845947596964,1.196481184660895,-355018.5
11,1079863.0,62.89277880847266,1.4312203522318154,-373839.0
12,932851.0,58.33348942428656,1.2716550433031306,-309516.5
13,825620.0,57.118073391309856,1.5288430726163065,-300975.5
14,837160.0,59.33935490234935,1.4479438430215144,-262753.5
15,778613.0,56.26189317218729,1.5148590993155084,-231588.0
16,663661.0,56.24624765541272,1.4335015307376284,-198893.5
17,779139.0,61.92708005483523,1.4013173931498566,-201424.5
18,742379.0,63.700791310571866,1.269573049881329,-210570.0
19,712068.0,64.30670296527812,1.352811783653745,-210751.5
20,742981.0,60.595605965741605,1.457999188132391,-196307.0
21,726877.0,70.5625741064554,1.2622314630362381,-183005.0
22,598842.0,58.48105536253137,1.4220886223624236,-180650.5
23,578331.0,59.9580861024496,1.4464895300333283,-165096.0
24,727474.0,59.30581855769483,1.227587146234134,-207181.0
25,582103.0,58.02828170484233,1.414899738284375,-145465.5
26,660988.0,61.96337620058614,1.2655611310546266,-166305.0
27,620083.0,60.60454022271589,1.3640665003660797,-161872.5
28,613776.0,60.592108936037725,1.4503611080792211,-171691.5
29,771470.0,65.25273388901361,1.5006068090905453,-196456.5
30,557186.0,63.10698547857372,1.2524380898667362,-174601.5
31,530201.0,61.10735944494456,1.450017345232773,-147439.0
32,522544.0,64.11569089224218,1.3665051433206004,-154443.5
33,930476.0,69.41965333401477,1.3282282522271198,-228741.5
34,644947.0,64.5469044789411,1.409867966225234,-153801.0
