episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_steps_trained_this_iter,info/num_agent_steps_trained,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/learner/default_policy/td_error,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/mean_q,info/learner/default_policy/learner_stats/min_q,info/learner/default_policy/learner_stats/max_q,info/learner/default_policy/learner_stats/mean_td_error
786.8090617702367,786.8090617702367,786.8090617702367,850.0,1,0,1000,32,1000,False,1,1,default,8034e16cbd0943d094a63737f85ff2bf,2022-04-23_22-53-54,1650722034,54.11826539039612,54.11826539039612,41876,B46DSH3,127.0.0.1,54.11826539039612,32,1,[786.8090617702367],[850],1.1405418445537616,6.977386884279661,0.1839286202079171,45.0172100391064,0.0,0.0,0.0,160.001,199.998,1000,1000,32,32,32,1000,1,8.098571428571429,25.987142857142857,0.1762857142857143,0.03583025251116071,"[-1.0907708  -0.88144946 -2.439488   -4.190377   -0.7782965  -0.6436738
  2.3166256   0.35817754 -1.1481013   0.305835    0.9572508   0.8154088
 -1.0748527  -0.1430341   0.5394099   0.80580944  0.1084373   0.5446626
  0.982898    0.46131057  1.2032819  -1.3704753  -0.6084172   0.409644
  1.0133874   0.7744448   0.8559085   1.42766    -0.71850014 -2.1033676
 -0.91514707 -0.43601525]",0.0005000000237487257,0.3312639,-1.090454,1.4699659,-0.14568168
786.8090617702367,758.5030401178968,772.6560509440667,840.0,1,0,2000,32,2000,False,2,2,default,8034e16cbd0943d094a63737f85ff2bf,2022-04-23_22-55-00,1650722100,65.6274733543396,119.74573874473572,41876,B46DSH3,127.0.0.1,119.74573874473572,64,2,"[786.8090617702367, 758.5030401178968]","[850, 830]",1.1255315290683643,6.864586615090708,0.16770623478828386,46.2327159646071,0.0,1.0,32002.32,21.997,1454.711,2000,2000,8032,32,8032,1504,2,7.470588235294115,26.0,0.20647058823529413,0.03577641505821078,"[  0.9843588    0.98578954  -0.6525841   -0.57335067   0.26819372
  -0.4591434   -0.40288818  -0.15520799  -0.06516254   0.14817429
  -1.2920885  -11.615309     0.03959298  -1.5603719    0.0480721
  -0.6212292   -0.0151341   -0.4481156   -1.026443     1.2797608
   1.3703363   -1.3774779   -0.906487    -0.247432    -0.49050403
  -4.470868     0.86535954  -0.17182279   0.81254685   0.31720424
  -0.6021817   -0.40288818]",0.0005000000237487257,2.88646,1.7968932,6.362152,-0.6386657
820.7315525707944,758.5030401178968,788.6812181529759,839.0,1,0,3000,32,3000,False,3,3,default,8034e16cbd0943d094a63737f85ff2bf,2022-04-23_22-55-53,1650722153,53.54131460189819,173.2870533466339,41876,B46DSH3,127.0.0.1,173.2870533466339,96,3,"[786.8090617702367, 758.5030401178968, 820.7315525707944]","[850, 830, 837]",1.11423102322847,6.8482719450814855,0.16575558244758123,45.50898839479325,0.0,0.0,0.0,26.0,1230.747,3000,3000,16032,32,16032,2512,4,7.439130434782608,26.0,0.2556521739130435,0.03564453125,"[-0.9515195  -1.7292004  -0.17399597  0.06632471  0.8824725   0.72361374
 -6.9041142   3.067977    2.0822015   0.8462639  -0.8388281  -0.5664878
  1.7578106  -0.46546555 -0.7331574  -1.3506002  -5.834572   -0.9050212
  0.1821692   0.45366573  0.97612333 -0.04068565  0.7421336   0.35140514
  0.47444677 -0.8025818   2.1631186   0.4107504   0.6501322   0.17741442
  1.2649388  -1.2403383 ]",0.0005000000237487257,5.8482637,3.3866816,11.262148,-0.16448766
1053.9504187980801,758.5030401178968,854.998518314252,830.0,1,0,4000,32,4000,False,4,4,default,8034e16cbd0943d094a63737f85ff2bf,2022-04-23_22-56-43,1650722203,49.54008483886719,222.8271381855011,41876,B46DSH3,127.0.0.1,222.8271381855011,128,4,"[786.8090617702367, 758.5030401178968, 820.7315525707944, 1053.9504187980801]","[850, 830, 837, 803]",1.1055770131703249,6.844691161651632,0.1670357573436708,44.460775290257146,0.0,0.0,0.0,20.0,1600.021,4000,4000,24032,32,24032,3520,6,7.376923076923077,26.0,0.2752307692307692,0.03570306239983974,"[-2.1235981e+00 -4.6216488e-01 -9.7357559e-01  5.1035118e-01
  1.6954980e+00  1.4235020e-02  2.6712132e-01 -3.4597158e-01
  8.3064556e-02 -1.4015007e-01 -1.4650421e+00 -1.6120648e+00
  1.6188016e+00 -1.0027857e+00  2.2956610e-01 -3.6163988e+00
  1.7935152e+00  6.5866137e-01  6.6777229e-01 -1.8706565e+00
  5.7751274e-01  1.2646203e+00  8.8660765e-01 -3.0375662e+00
  1.7791986e-01  1.2330532e-01 -1.4120750e+00  3.8204718e+00
 -1.5926722e+01  5.0055790e-01 -4.1636810e+00  2.2374821e+00]",0.0005000000237487257,8.691371,6.333782,14.376589,-0.6570434
1158.4879763914785,758.5030401178968,948.9088843004478,828.0,2,0,5000,32,5000,False,6,5,default,8034e16cbd0943d094a63737f85ff2bf,2022-04-23_22-57-38,1650722258,55.29077363014221,278.1179118156433,41876,B46DSH3,127.0.0.1,278.1179118156433,160,5,"[786.8090617702367, 758.5030401178968, 820.7315525707944, 1053.9504187980801, 1114.9712561541994, 1158.4879763914785]","[850, 830, 837, 803, 782, 866]",1.1411259246122112,6.778968547934653,0.16378400754026304,43.31998654789893,0.0,0.0,0.0,17.999,1777.871,5000,5000,32032,32,32032,4528,8,7.525352112676056,26.0,0.18760563380281692,0.03569782955545775,"[ 1.7899199  -0.08643341 -1.4412355   7.9814167   3.3184977  -2.6859598
  2.894021    0.512805   -3.991415   -2.665781    0.8574419   3.7577438
  4.810679    0.5046873   0.7406435  -0.5895262   0.17787361  1.1570339
  0.9592743  -0.4128418  -2.2336006  -0.11108398  2.3978796  -0.7234621
 -0.5911312   1.0268707   1.2874355  -6.0483103   0.30979633 -1.4888268
  0.5040617   2.4911613 ]",0.0005000000237487257,13.882412,9.18963,24.19622,0.45030108
1401.5006486421983,758.5030401178968,1013.5648506349835,828.1428571428571,1,0,6000,32,6000,False,7,6,default,8034e16cbd0943d094a63737f85ff2bf,2022-04-23_22-58-22,1650722302,43.51184868812561,321.6297605037689,41876,B46DSH3,127.0.0.1,321.6297605037689,192,6,"[786.8090617702367, 758.5030401178968, 820.7315525707944, 1053.9504187980801, 1114.9712561541994, 1158.4879763914785, 1401.5006486421983]","[850, 830, 837, 803, 782, 866, 829]",1.1496998249004515,6.741050456241672,0.16127718452819267,42.70229853384296,0.0,2.1,15238.162,16.624,1924.978,6000,6000,40032,32,40032,5536,10,7.703571428571428,26.0,0.20696428571428568,0.03573790050688245,"[-0.74583054 -2.1965637  -0.72332096 -0.2966509  -1.1338882  -2.6119823
  0.2643814   3.2442865  -0.07480907  1.8383102   5.6354237  -3.075058
  0.3447857   0.7489109   0.968544    1.3393764   4.3073397  -0.8230438
  2.0327778  -1.0951233  -9.499527    0.17573261  5.873831   -0.89227486
  5.3596077  -1.3819389   1.3924313  -0.57524014  0.22886562  1.6783495
  0.9499512   0.46239376]",0.0005000000237487257,16.189152,5.6354237,30.840477,0.36625147
1401.5006486421983,758.5030401178968,1061.4170697280767,834.25,1,0,7000,32,7000,False,8,7,default,8034e16cbd0943d094a63737f85ff2bf,2022-04-23_22-59-07,1650722347,44.699223041534424,366.32898354530334,41876,B46DSH3,127.0.0.1,366.32898354530334,224,7,"[786.8090617702367, 758.5030401178968, 820.7315525707944, 1053.9504187980801, 1114.9712561541994, 1158.4879763914785, 1401.5006486421983, 1396.3826033797302]","[850, 830, 837, 803, 782, 866, 829, 877]",1.1549904109384335,6.703137584575495,0.1585975158972833,42.07884602933275,0.0,1.101,29068.444,18.732,1708.263,7000,7000,48032,32,48032,6544,12,7.7155172413793105,26.091379310344823,0.19844827586206895,0.035696796987248564,"[ 1.6657848  -3.95051    -3.227337   -0.02886581 -1.7103329   1.19244
  0.646925    1.0101166  -3.9562016   1.9945583  -7.225157    2.4074593
  0.0551796   4.663872    5.656082    2.3430767  -3.5794353   1.4717922
  3.5705528   2.423689   -0.4049778   1.1491032   2.54978    -0.92167854
 -1.1532383   2.6218147  -3.1416798   1.221281    1.1243849   1.4180222
  2.9235668   1.3582363 ]",0.0005000000237487257,21.50567,15.33821,33.487286,0.44275948
1687.1699089178928,758.5030401178968,1130.9451629713897,841.2222222222222,1,0,8000,32,8000,False,9,8,default,8034e16cbd0943d094a63737f85ff2bf,2022-04-23_22-59-52,1650722392,45.071096897125244,411.4000804424286,41876,B46DSH3,127.0.0.1,411.4000804424286,256,8,"[786.8090617702367, 758.5030401178968, 820.7315525707944, 1053.9504187980801, 1114.9712561541994, 1158.4879763914785, 1401.5006486421983, 1396.3826033797302, 1687.1699089178928]","[850, 830, 837, 803, 782, 866, 829, 877, 897]",1.1570725992487814,6.668324458271239,0.1559856066784287,41.49201324767954,0.0,1.116,28664.302,19.29,1658.869,8000,8000,56032,32,56032,7552,14,7.66551724137931,26.099999999999994,0.19620689655172413,0.03568346747036639,"[-1.1760712e+00 -8.8389397e-01 -1.8229790e+00  1.4566669e+00
 -1.3332195e+00  8.8856888e-01  6.2049484e-01 -3.4083576e+00
  4.4305973e+00  2.0068016e+00  2.6150198e+01 -1.8468208e+00
 -2.9578285e+00 -1.0097897e+01 -1.9567680e+00  3.4816971e+00
 -4.1930332e+00  2.3174210e+00 -1.4024544e+00 -3.4083576e+00
 -1.8647728e+00 -1.6531183e+01  2.4267197e-01 -3.3569336e-03
  1.6436520e+00  5.3638458e-02  1.1963921e+00 -8.6274719e-01
  1.4386749e-01 -8.4151268e+00 -3.5242500e+00 -1.0709019e+00]",0.0005000000237487257,25.558697,19.31329,46.540592,-0.6914798
2175.9431414267974,758.5030401178968,1235.4449608169302,863.1,1,0,9000,32,9000,False,10,9,default,8034e16cbd0943d094a63737f85ff2bf,2022-04-23_23-00-39,1650722439,47.74155950546265,459.14163994789124,41876,B46DSH3,127.0.0.1,459.14163994789124,288,9,"[786.8090617702367, 758.5030401178968, 820.7315525707944, 1053.9504187980801, 1114.9712561541994, 1158.4879763914785, 1401.5006486421983, 1396.3826033797302, 1687.1699089178928, 2175.9431414267974]","[850, 830, 837, 803, 782, 866, 829, 877, 897, 1060]",1.1569180226486673,6.632997429587164,0.15428098207796506,40.981037808795925,0.0,1.0,32000.793,20.996,1524.077,9000,9000,64032,32,64032,8560,16,7.590322580645162,26.09999999999999,0.20306451612903226,0.03565109417002689,"[ 1.1110191   3.162447   -1.1769695  -5.711584   -0.20772171  1.0974178
 -2.1346226   0.3772812  -1.9798431   0.28438568  0.05269623  0.9786682
 -0.6542511   3.327814    2.6659756   2.2422485   6.8095627   0.56461525
  1.3883057   7.781378   -0.46459007  0.15613556 -0.686924    5.183735
 -3.3023682  -0.94425774  4.9188557  -5.742895    2.9861279   0.41314507
 -3.3655968  -2.1067162 ]",0.0005000000237487257,28.83046,22.966587,57.694862,0.53198355
2466.1486053374642,758.5030401178968,1347.3271103187972,900.5454545454545,1,0,10000,32,10000,False,11,10,default,8034e16cbd0943d094a63737f85ff2bf,2022-04-23_23-01-22,1650722482,42.947508335113525,502.08914828300476,41876,B46DSH3,127.0.0.1,502.08914828300476,320,10,"[786.8090617702367, 758.5030401178968, 820.7315525707944, 1053.9504187980801, 1114.9712561541994, 1158.4879763914785, 1401.5006486421983, 1396.3826033797302, 1687.1699089178928, 2175.9431414267974, 2466.1486053374642]","[850, 830, 837, 803, 782, 866, 829, 877, 897, 1060, 1275]",1.1553320965144183,6.601850742228451,0.153040218720738,40.48755264438799,0.0,1.0,32000.793,18.005,1777.318,10000,10000,72032,32,72032,9568,18,7.765454545454545,26.099999999999987,0.21072727272727274,0.03568633108428031,"[  3.7312088  -18.111397   -16.047108   -14.546589    -1.1344719
   2.009369    -1.1528893   -3.330532    -5.2377396    0.09335709
   2.1400204   -0.43899155   3.9459877    1.0025673   17.688429
 -12.338139    -1.1552505   -0.19810867  -2.9239502   -9.164652
 -10.189682    -2.6902542  -10.107319    -3.6740417   -1.4424305
  -0.6388092    2.212471    -0.21724701  -3.2723694   -4.289421
   1.0073109   10.571587  ]",0.0005000000237487257,35.12278,25.62678,61.717712,-2.4343462
