episode,total_waiting_time,avg_queue_length,avg_speed,cum_reward
1,581993.0,121.451558122868,0.7958915247345953,-97988.16945790718
2,563292.0,104.54465893619005,0.9413061521360773,-87981.5058561355
3,464748.0,87.89121717837382,1.1430813993450761,-70341.20327994366
4,563605.0,92.56417327943035,1.1164074561809751,-71463.40958525901
5,433869.0,69.68127726598242,1.3396750765602412,-52729.484277957796
6,404656.0,62.98297806813773,1.3519815324784314,-50452.58023958231
7,516573.0,74.48690952582805,1.2961400736533715,-63514.54893330605
8,346418.0,56.30234706965965,1.4622248273873293,-45363.53502592357
9,181520.0,44.95002584333578,1.8591412823012294,-33446.12208005652
10,217265.0,42.277308619698815,1.899536308563497,-33279.08193125585
11,275129.0,46.95021938054839,1.7593122272311115,-39107.86050502595
12,380669.0,43.54861158612604,2.1647395489837846,-50733.87966779601
13,694547.0,42.89856016403784,2.2290236071005247,-83522.42155859063
14,202704.0,26.146616500464685,2.6489460605626287,-27599.644762211035
15,263113.0,27.334140944234655,2.7179059409074506,-36920.16814843713
16,424948.0,31.112186928241247,2.186026097840866,-43277.818126001715
17,410294.0,29.869902464982204,2.377927383011139,-39136.93946008996
18,187444.0,25.1392585678797,2.937178227810921,-28972.887219798653
19,363301.0,31.67712068355025,2.3297026159857053,-42784.47057772725
20,517037.0,29.74817344380515,2.461198117381417,-50700.17743669914
21,370898.0,29.632616504897804,2.392692144077916,-45887.69285518333
22,372069.0,27.817077204742905,2.416828215669676,-46801.20055071866
23,321754.0,26.50435888822492,2.618299507516834,-44172.507238820945
24,432538.0,25.69372771156219,2.696193422917597,-45942.32311408485
25,653937.0,31.222171376782097,2.188549461215844,-61712.10846483417
26,467574.0,26.288188044676613,2.4321298557975806,-45263.15258415964
27,292889.0,23.767962476429208,2.5529312860538877,-36226.30879833209
28,384699.0,26.656699711744416,2.413065131043795,-41984.592435233455
29,431477.0,26.058895030558705,2.50088944222966,-43662.07247329722
30,400341.0,28.489135236795867,2.4339423264191797,-40979.041772211756
31,445308.0,29.32292404198034,2.4031454277894526,-49245.97392728199
32,391927.0,30.126010215173707,2.7502215920650768,-50784.924078304175
33,477840.0,27.582381918527577,2.225413325664249,-47581.20452179055
34,408299.0,26.551389239019713,2.5854801777471144,-47158.54148017452
35,403064.0,24.29567474250722,2.492177985614365,-39274.86082862143
36,569940.0,37.099975428215764,2.166338586928976,-55012.38982007096
37,307416.0,25.321223923089253,2.6510526631938567,-37924.33202836917
38,376529.0,24.433177432948877,2.6560131813597785,-38903.073574882306
39,492498.0,31.565885550840147,2.407239835476889,-54445.559355461766
40,463559.0,29.380981366545925,2.511492723433824,-47792.74622490902
41,401316.0,28.360834462592834,2.3540873017267163,-42587.94369617726
42,412595.0,25.75668141932608,2.383831569005402,-42418.90589349218
43,421737.0,26.06779355943742,2.5314277564679757,-44759.52236351374
44,402020.0,23.696204515055207,2.4857923606817023,-40379.130490477495
45,401677.0,23.652528856898524,2.677453703087721,-42969.05151859605
46,440501.0,27.816314580985892,2.288844907978531,-44793.767450760126
47,404732.0,26.175616053589117,2.382050326153779,-45574.479459112394
48,372748.0,24.152638409620856,2.695557265778831,-40508.00707182741
49,396050.0,25.13318267501778,2.581489726981026,-44327.212260543645
50,479990.0,25.83206624548056,2.3258751790082806,-46256.04637738133
51,474589.0,28.304995778305535,2.3477481665453124,-52415.393651972394
52,528912.0,27.57447642445982,2.3353098864399797,-47164.12542021744
53,348601.0,25.25464288068428,2.6745997858356882,-45422.79766860128
54,526360.0,30.517008589379465,2.3648911681437204,-56327.65056981839
55,547900.0,28.708092219570343,2.3252088600478764,-49996.94909699548
56,369650.0,24.581140230918287,2.721017810633653,-42351.76215918351
57,415211.0,22.75851265450025,2.523030904841618,-39867.519552881466
58,492393.0,25.999213268585557,2.4276145513085305,-43844.06629181286
59,492213.0,26.921525666641273,2.4849680328901558,-51260.95384905123
60,397241.0,26.652930531572327,2.4395268688471994,-41655.16589223211
61,507514.0,30.788057684357476,2.483094124818196,-53846.984926966616
