episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_steps_trained_this_iter,info/num_agent_steps_trained,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/learner/default_policy/td_error,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/mean_q,info/learner/default_policy/learner_stats/min_q,info/learner/default_policy/learner_stats/max_q,info/learner/default_policy/learner_stats/mean_td_error
nan,nan,nan,nan,0,0,1000,32,1000,False,0,1,default,8e168165356c425fa780599a8ad9b20a,2022-04-23_22-43-08,1650721388,26.815098762512207,26.815098762512207,27820,B46DSH3,127.0.0.1,26.815098762512207,32,1,[],[],0.0,0.0,170.003,188.232,1000,1000,32,32,32,1000,1,8.234285714285713,26.308571428571426,0.16228571428571428,0.03530622209821428,"[-1.8858088  -2.5563655  -1.6391187  -1.8006771  -1.3682872  -1.6856655
 -4.2533197  -1.5722374  -1.4242779  -3.6598785  -1.4830506  -3.4075637
 -2.0519803  -3.1220574  -2.217568   -1.9122661  -4.4730415   0.37828094
 -2.2694921  -1.9888867  -1.3845708  -1.9125861  -1.8329391  -1.5757515
 -4.069057   -3.053123    0.330557   -0.43074042 -2.680003   -1.8704262
 -2.1124358  -1.102471  ]",0.0005000000237487257,-0.73533887,-2.100154,0.15828517,-2.0652127
1483.6040022738691,1483.6040022738691,1483.6040022738691,1192.0,1,0,2000,32,2000,False,1,2,default,8e168165356c425fa780599a8ad9b20a,2022-04-23_22-43-41,1650721421,33.68698239326477,60.50208115577698,27820,B46DSH3,127.0.0.1,60.50208115577698,64,2,[1483.6040022738691],[1192],0.1,319946.908,21.388,1496.132,2000,2000,8032,32,8032,1504,2,7.844186046511627,26.37906976744186,0.27023255813953484,0.03549643819646318,"[-1.5229613   1.8476768   0.55762315  0.44025016 -3.280591    0.7588538
 -0.1446935   1.1740699  -4.489599    0.16419971  0.63723636 -1.5174041
 -0.98078394  2.5031154  -0.7012651  -0.43492818 -0.6457255  -0.3706591
 -0.2610259   0.5423062   1.0669568   1.3173227   0.7746699   0.5681381
 -1.1965983   0.42047548 -5.1308093  -0.59242487  0.2538135  -0.4449284
  0.23627448  0.40321922]",0.0005000000237487257,2.8445091,1.5597694,4.4446735,-0.25150615
1617.089878591137,1483.6040022738691,1550.346940432503,1198.5,1,0,3000,32,3000,False,2,3,default,8e168165356c425fa780599a8ad9b20a,2022-04-23_22-44-12,1650721452,30.571661472320557,91.07374262809753,27820,B46DSH3,127.0.0.1,91.07374262809753,96,3,"[1483.6040022738691, 1617.089878591137]","[1192, 1205]",1.0,32009.188,19.425,1647.379,3000,3000,16032,32,16032,2512,4,7.902564102564104,26.376923076923074,0.24179487179487177,0.035524547609508544,"[-0.10062504 -6.30233    -0.30059052  0.88721323 -0.3946905  -0.47332716
 -0.6998453  -3.454104   -5.500329   -9.202067   -3.871893   -0.13421941
 -0.1144886   0.11085987  0.5619197   0.16004562 -0.05237722 -0.49540758
  1.6715791  -4.053138   -0.05897141 -0.85216856 -2.0858297  -0.02397537
 -1.5068445  -0.4531827   1.6973753  -0.2558899  -0.75398874 -0.48338604
 -0.01598692 -4.748595  ]",0.0005000000237487257,5.870242,2.9128098,13.63485,-1.2906017
1685.8472195304034,1483.6040022738691,1595.5137001318033,1194.3333333333333,1,0,4000,32,4000,False,3,4,default,8e168165356c425fa780599a8ad9b20a,2022-04-23_22-44-42,1650721482,30.30514669418335,121.37888932228088,27820,B46DSH3,127.0.0.1,121.37888932228088,128,4,"[1483.6040022738691, 1617.089878591137, 1685.8472195304034]","[1192, 1205, 1186]",0.0,0.0,14.143,2262.582,4000,4000,24032,32,24032,3520,6,7.8358974358974365,26.376923076923074,0.16641025641025642,0.035597059461805566,"[-1.351304    0.33794594 -1.6304178   1.2146015   1.1865273   1.837018
 -1.5301161   2.3236008   0.82260275  0.49701357 -0.35220623  3.28651
  0.9705725   2.5273194   0.23713303  2.1698933   1.893434    0.15722752
  4.778514    0.7657404   1.1771584   1.0299168  -0.65085316  1.2114296
  0.4216156   2.010007   -1.0163441  -6.407586   -0.5649929  -2.3779178
  0.48105526  0.5719795 ]",0.0005000000237487257,9.946969,6.9325824,18.896372,0.5008462
1837.7404485326294,1483.6040022738691,1656.0703872320098,1195.5,1,0,5000,32,5000,False,4,5,default,8e168165356c425fa780599a8ad9b20a,2022-04-23_22-45-13,1650721513,30.228994846343994,151.60788416862488,27820,B46DSH3,127.0.0.1,151.60788416862488,160,5,"[1483.6040022738691, 1617.089878591137, 1685.8472195304034, 1837.7404485326294]","[1192, 1205, 1186, 1199]",0.0,0.0,17.996,1778.173,5000,5000,32032,32,32032,4528,8,8.766666666666666,22.17435897435897,0.16666666666666666,0.026290502303685893,"[ -0.31925392  -1.4994335    0.11718655  -0.7451372   -5.126851
   4.6416836    0.06006336  -3.9088192   -0.28808784  -0.14837551
  -1.1399689   -0.97208595  -0.7959709   -0.9583521    1.1278553
  -1.7125359    1.4425325    1.8196535  -11.383073    -0.7545824
   5.3358803    0.15426064   0.60154915  -0.82068825  -0.6195488
  -1.0908422    6.0043564    1.9282742  -13.476585     0.9649868
  -0.7158289    0.5182209 ]",0.0005000000237487257,13.421211,8.349039,32.728115,-0.6799849
1837.7404485326294,1483.6040022738691,1656.0703872320098,1195.5,0,0,6000,32,6000,False,4,6,default,8e168165356c425fa780599a8ad9b20a,2022-04-23_22-45-36,1650721536,23.518327713012695,175.12621188163757,27820,B46DSH3,127.0.0.1,175.12621188163757,192,6,"[1483.6040022738691, 1617.089878591137, 1685.8472195304034, 1837.7404485326294]","[1192, 1205, 1186, 1199]",0.0,0.0,10.989,2912.092,6000,6000,40032,32,40032,5536,10,4.980645161290322,21.89999999999999,0.18290322580645163,0.025431315104166657,"[  0.05488205  -4.7760477    0.32906437   1.3481188    0.08230591
 -10.002722     0.35769272  -7.973707    -1.5212812    1.8236485
  -0.10127831  -6.311491     4.6121397    0.31379318  -1.5040054
  -2.4258442   -0.80628395   2.1092443   -0.4275446  -16.375216
   7.512369     1.2184086   -0.05398178  -3.859501     2.094077
   0.83040047  -3.0774498    3.3141346    0.24375916   4.34991
  -2.7158108    0.29726028]",0.0005000000237487257,17.758274,11.609401,32.414356,-0.97002995
2043.280632126053,1483.6040022738691,1733.5124362108186,1208.8,1,0,7000,32,7000,False,5,7,default,8e168165356c425fa780599a8ad9b20a,2022-04-23_22-46-07,1650721567,30.47001314163208,205.59622502326965,27820,B46DSH3,127.0.0.1,205.59622502326965,224,7,"[1483.6040022738691, 1617.089878591137, 1685.8472195304034, 1837.7404485326294, 2043.280632126053]","[1192, 1205, 1186, 1199, 1262]",0.0,0.0,13.634,2347.104,7000,7000,48032,32,48032,6544,12,4.810256410256409,21.899999999999995,0.15000000000000002,0.025451138488247864,"[-27.60091      1.3833675    0.21474457  -0.23600388   0.29143524
  -0.56972694   5.475088     1.6209126    5.4603195   -2.7101612
   0.693264     1.7135792    0.8069973   -0.5287819   -2.8849525
   0.29909706   0.08374214   2.16049      2.8248825    3.3397255
   4.1456585    2.0840893    6.165987     0.9027996    0.46097565
  -2.1254349   -1.8172989   -0.31350517  -6.229084     0.4605751
  -0.60690117  -0.18070412]",0.0005000000237487257,20.396935,14.956658,36.876663,-0.1629917
2652.978120949962,1483.6040022738691,1886.7567170006757,1230.3333333333333,1,0,8000,32,8000,False,6,8,default,8e168165356c425fa780599a8ad9b20a,2022-04-23_22-46-31,1650721591,24.610514640808105,230.20673966407776,27820,B46DSH3,127.0.0.1,230.20673966407776,256,8,"[1483.6040022738691, 1617.089878591137, 1685.8472195304034, 1837.7404485326294, 2043.280632126053, 2652.978120949962]","[1192, 1205, 1186, 1199, 1262, 1338]",0.0,0.0,15.902,2012.38,8000,8000,56032,32,56032,7552,14,4.884375,21.9,0.18156250000000002,0.02545166015625,"[ -0.9132161    1.2732353    2.598999    -4.217556    -0.58026505
  -2.4043274    0.5969353   -7.6570625   -7.7175713   -0.4744625
   0.38850594   1.5523071   -7.516388     0.5185604   -0.645092
   1.9314041    2.0076504    1.6104565   -0.9328346   -0.8504944
   1.8949203    8.07795      2.767603     2.8567867    1.338974
   1.3423672    3.6850567   -2.662819     3.0546665    1.4588757
 -30.821081     4.0883656 ]",0.0005000000237487257,25.11021,6.428244,40.4477,-0.76092345
2652.978120949962,1483.6040022738691,1886.7567170006757,1230.3333333333333,0,0,9000,32,9000,False,6,9,default,8e168165356c425fa780599a8ad9b20a,2022-04-23_22-46-53,1650721613,21.851126670837402,252.05786633491516,27820,B46DSH3,127.0.0.1,252.05786633491516,288,9,"[1483.6040022738691, 1617.089878591137, 1685.8472195304034, 1837.7404485326294, 2043.280632126053, 2652.978120949962]","[1192, 1205, 1186, 1199, 1262, 1338]",0.0,0.0,13.588,2355.028,9000,9000,64032,32,64032,8560,16,5.034482758620689,21.89999999999999,0.20586206896551723,0.02545166015625,"[ -5.1861687  -17.279623    -0.14463806   2.6615047    0.5348778
   6.088253    -5.710945    -1.3041878    0.94392395   1.0119724
   0.0769577   -4.2974854    2.1779423    3.0737648    1.1860676
   2.3212967   -1.0812073   -3.7804947    1.3233337  -22.414097
  20.229767     2.321907    -3.3084984   -2.6439018  -11.859829
   0.7902088   -2.9081402    1.3566418    1.9730625    0.3897133
  -2.4288425    0.9199028 ]",0.0005000000237487257,32.073193,25.204939,69.13937,-1.0927175
3333.824164994662,1483.6040022738691,2093.480638142674,1291.0,1,0,10000,32,10000,False,7,10,default,8e168165356c425fa780599a8ad9b20a,2022-04-23_22-47-16,1650721636,23.155116319656372,275.21298265457153,27820,B46DSH3,127.0.0.1,275.21298265457153,320,10,"[1483.6040022738691, 1617.089878591137, 1685.8472195304034, 1837.7404485326294, 2043.280632126053, 2652.978120949962, 3333.824164994662]","[1192, 1205, 1186, 1199, 1262, 1338, 1655]",0.0,0.0,14.641,2185.679,10000,10000,72032,32,72032,9568,18,5.033333333333333,21.89999999999999,0.198,0.02545166015625,"[ -0.9657631   -0.8754101    5.5216618   12.092989     0.20447922
   1.7048397    2.750496     0.53767014  -1.9378223  -46.21849
  -6.6546555    1.8707047    2.2944355    7.5639915    0.60066795
   1.4162064    6.196413     1.1193638    2.8043785    0.9217682
  -0.4522457    3.5835304   -5.2008934   -1.1091461    2.4853172
  -1.3273392    0.8546829   -6.973856     4.416567   -13.740179
   2.279295     0.8768749 ]",0.0005000000237487257,35.638786,28.68578,58.2693,-0.7299833
